Final particle positions and velocities
Particle Collisions: 59 Wall collisions: 122
Particle 1618: 19159.96973529 12419.85012755 706.09835638 2385.69643293
Particle Collisions: 72 Wall collisions: 114
Particle 1619: 11772.01676565 459.34526782 -3071.01271005 4553.80381441
Particle Collisions: 50 Wall collisions: 126
Particle 1620: 10127.67900334 67.60982585 -3767.40090262 -4242.51098684
Particle Collisions: 68 Wall collisions: 126
Particle 1621: 3706.58667815 13685.93044686 -3733.16739944 -1578.26738829
Particle Collisions: 56 Wall collisions: 110
Particle 1622: 3340.00399437 5353.39722265 4097.29478901 2031.77214111
Particle Collisions: 66 Wall collisions: 114
Particle 1623: 1500.34512095 19070.43222712 4200.52390562 4149.93159606
Particle Collisions: 52 Wall collisions: 145
Particle 1624: 3346.99977238 3144.32888578 4201.22589723 2960.06328225
Particle Collisions: 50 Wall collisions: 136
Particle 1625: 18585.89248309 10570.60135033 -2944.73961887 -1007.00732135
Particle Collisions: 51 Wall collisions: 129
Particle 1626: 19213.33685661 13991.95300839 719.06719710 -2814.28462988
Particle Collisions: 70 Wall collisions: 122
Particle 1627: 18543.90264674 10298.70881303 -1579.26414003 -2470.86531277
Particle Collisions: 60 Wall collisions: 118
Particle 1628: 8818.99313139 6679.01231653 -906.06124445 1801.09633973
Particle Collisions: 56 Wall collisions: 128
Particle 1629: 10694.17000794 11417.47673362 1691.38412569 837.43557167
Particle Collisions: 67 Wall collisions: 121
Particle 1630: 13068.89522313 8836.64673599 -4964.82557241 -1703.52596412
Particle Collisions: 68 Wall collisions: 111
Particle 1631: 15598.73495161 2375.43423458 4909.86962036 -1114.34914425
Particle Collisions: 71 Wall collisions: 121
Particle 1632: 4230.43844921 18168.16780147 1828.09758065 -3805.00967919
Particle Collisions: 69 Wall collisions: 137
Particle 1633: 6724.17103486 17277.79061159 -805.01377778 -1056.08548311
Particle Collisions: 47 Wall collisions: 124
Particle 1634: 1762.30329032 10600.72430359 -2388.30049453 1665.93770314
Particle Collisions: 63 Wall collisions: 145
Particle 1635: 1552.40415244 10315.96192511 -1631.24251352 -890.50670909
Particle Collisions: 65 Wall collisions: 138
Particle 1636: 15287.97640052 15541.88470930 -1175.81501322 -714.25249600
Particle Collisions: 48 Wall collisions: 120
Particle 1637: 18331.45122114 13000.92809348 1023.27107406 3710.11317358
Particle Collisions: 54 Wall collisions: 125
Particle 1638: 15780.73757794 15413.19003765 5173.27886449 -4143.91098676
Particle Collisions: 59 Wall collisions: 130
Particle 1639: 7861.68684094 15685.62187445 -4887.86268603 2702.00744275
Particle Collisions: 60 Wall collisions: 126
Particle 1640: 12731.17448397 6713.99880276 5035.03361683 3750.27694481
Particle Collisions: 64 Wall collisions: 130
Particle 1641: 748.61088317 16013.38082366 2018.35879730 1487.20303239
Particle Collisions: 72 Wall collisions: 136
Particle 1642: 13497.42152530 8767.59532288 -883.24747597 4600.98871488
Particle Collisions: 60 Wall collisions: 119
Particle 1643: 759.35268585 48.67708274 -4354.35879029 -3059.41411462
Particle Collisions: 64 Wall collisions: 125
Particle 1644: 16527.57882201 8100.75765449 -3911.57019633 -820.62520569
Particle Collisions: 73 Wall collisions: 122
Particle 1645: 19114.26388484 3839.44628274 4375.73575713 3838.44628274
Particle Collisions: 49 Wall collisions: 140
Particle 1646: 7116.70476545 17884.63126703 -2280.36306003 -2296.35998486
Particle Collisions: 43 Wall collisions: 120
Particle 1647: 19215.48872118 2123.03123907 -2078.15112788 -1677.23630592
Particle Collisions: 61 Wall collisions: 143
Particle 1648: 2338.87922426 11205.26716547 -1943.77434932 -4053.29968438
Particle Collisions: 56 Wall collisions: 125
Particle 1649: 7200.88172810 19443.16363726 2463.58561085 -2687.47439922
Particle Collisions: 59 Wall collisions: 135
Particle 1650: 13660.21665673 12577.62336453 -4325.25875508 -868.24274484
Particle Collisions: 64 Wall collisions: 107
Particle 1651: 9757.41609797 13013.36543617 -3501.02106345 4171.53383794
Particle Collisions: 54 Wall collisions: 128
Particle 1652: 19825.03854155 4782.59189584 1557.57176666 -4243.82539085
Particle Collisions: 69 Wall collisions: 131
Particle 1653: 3591.31242231 1.00000000 4106.23569728 -1488.71980022
Particle Collisions: 74 Wall collisions: 129
Particle 1654: 17553.96206982 3938.86778625 2002.89258389 -1864.49493134
Particle Collisions: 58 Wall collisions: 109
Particle 1655: 15485.62091810 13094.27776591 3621.96679027 -3724.56504552
Particle Collisions: 67 Wall collisions: 120
Particle 1656: 14788.48812387 11704.94544624 2650.04314584 -651.63781797
Particle Collisions: 57 Wall collisions: 105
Particle 1657: 3823.59313161 6627.82088982 -1816.39278934 -2557.01125253
Particle Collisions: 51 Wall collisions: 121
Particle 1658: 6473.99466444 17779.64043818 1000.04910145 2344.09853793
Particle Collisions: 54 Wall collisions: 121
Particle 1659: 18831.65700810 18333.51704678 1205.47104632 -4323.25421686
Particle Collisions: 49 Wall collisions: 114
Particle 1660: 17595.46163359 3090.59486924 4237.98534298 -1765.85601048
Particle Collisions: 45 Wall collisions: 126
Particle 1661: 3990.56449210 13376.68883678 -4923.84677865 2135.13442323
Particle Collisions: 66 Wall collisions: 118
Particle 1662: 7242.17129667 1498.06355769 4025.90448495 4672.39621593
Particle Collisions: 59 Wall collisions: 125
Particle 1663: 8525.45457844 17234.76810397 -1413.86601286 -4107.44606050
Particle Collisions: 53 Wall collisions: 133
Particle 1664: 492.32797980 14675.81239891 -4142.90975981 -2018.08930047
Particle Collisions: 62 Wall collisions: 115
Particle 1665: 186.15141630 18288.81709388 -4047.35972595 1729.97775343
Particle Collisions: 55 Wall collisions: 141
Particle 1666: 629.38001831 14844.96582867 3726.66542520 4977.42368981
Particle Collisions: 64 Wall collisions: 130
Particle 1667: 9830.28277763 19601.76597428 1140.60975213 4902.34904509
Particle Collisions: 65 Wall collisions: 113
Particle 1668: 4750.76000830 5985.56120046 -1386.20363561 -2968.19778971
Particle Collisions: 52 Wall collisions: 128
Particle 1669: 7951.91967986 14876.63844492 3975.45983993 -2448.79080029
Particle Collisions: 56 Wall collisions: 131
Particle 1670: 12889.97075911 17635.79966087 -1808.58177864 -4726.06843867
Particle Collisions: 56 Wall collisions: 107
Particle 1671: 18086.17719437 14859.51003057 -3616.45570446 3371.55844625
Particle Collisions: 61 Wall collisions: 130
Particle 1672: 19582.58108880 19034.87756725 1367.48889651 -1855.15237000
Particle Collisions: 69 Wall collisions: 139
Particle 1673: 19542.12540195 7928.71506089 -2178.80299060 2710.17146376
Particle Collisions: 58 Wall collisions: 132
Particle 1674: 19698.50723443 14774.26224472 837.18203230 2887.79241932
Particle Collisions: 62 Wall collisions: 118
Particle 1675: 10489.51833858 19673.68097493 2783.29316254 2120.11749902
Particle Collisions: 57 Wall collisions: 131
Particle 1676: 9759.73187602 9061.95926746 2194.38666722 -1772.73396100
Particle Collisions: 59 Wall collisions: 137
Particle 1677: 1033.84402052 3342.46207999 2291.10904958 -1241.31236914
Particle Collisions: 58 Wall collisions: 133
Particle 1678: 684.13951260 15402.65346369 1365.66326343 -4372.93491932
Particle Collisions: 75 Wall collisions: 122
Particle 1679: 9161.47778521 9858.75604922 -3695.65221212 2018.14742924
Particle Collisions: 66 Wall collisions: 121
Particle 1680: 15689.38033495 6042.88466806 3128.83087378 3255.96829579
Particle Collisions: 63 Wall collisions: 121
Particle 1681: 19413.93925545 7253.02822363 4308.68144242 -1128.91982676
Particle Collisions: 57 Wall collisions: 127
Particle 1682: 11621.15863617 6729.59360484 323.52000710 1946.97513824
Particle Collisions: 58 Wall collisions: 126
Particle 1683: 16730.69057595 5018.90717718 -3969.80229400 -3961.24732927
Particle Collisions: 59 Wall collisions: 122
Particle 1684: 16871.23688142 10736.84215573 -3143.34774772 3414.87135064
Particle Collisions: 48 Wall collisions: 122
Particle 1685: 1360.97367835 15500.08869486 1582.95249250 -4488.70394893
Particle Collisions: 52 Wall collisions: 125
Particle 1686: 8590.15503652 5492.83268434 -1404.23454131 4011.22290643
Particle Collisions: 52 Wall collisions: 110
Particle 1687: 2413.91913220 1111.00494503 1857.80340394 -1921.31180870
Particle Collisions: 56 Wall collisions: 123
Particle 1688: 6583.20581409 17663.91358987 2974.79556782 -2095.15468229
Particle Collisions: 56 Wall collisions: 118
Particle 1689: 19643.96989628 12699.30247339 3508.23802346 2880.68662388
Particle Collisions: 60 Wall collisions: 126
Particle 1690: 8669.77350562 16159.16946767 -5439.23557574 3440.99957466
Particle Collisions: 61 Wall collisions: 134
Particle 1691: 9307.76659565 2952.33253247 3717.36961255 -3235.28723654
Particle Collisions: 53 Wall collisions: 120
Particle 1692: 798.77993160 3387.96125110 -3840.04401368 -3274.17534803
Particle Collisions: 45 Wall collisions: 104
Particle 1693: 9118.53484275 19881.23041797 -4933.08627862 4537.44296837
Particle Collisions: 62 Wall collisions: 135
Particle 1694: 18226.57415877 4141.22756354 1933.77511278 -1426.88567941
Particle Collisions: 72 Wall collisions: 126
Particle 1695: 18019.49997107 18693.60690558 1814.27148956 1711.84573242
Particle Collisions: 61 Wall collisions: 129
Particle 1696: 4554.80737185 6559.83973679 4358.36803461 -1175.05651783
Particle Collisions: 71 Wall collisions: 125
Particle 1697: 7846.05620243 15885.54516621 2298.38812869 3553.74221989
Particle Collisions: 60 Wall collisions: 125
Particle 1698: 14518.25403695 10984.92907846 2708.57342227 910.26822060
Particle Collisions: 81 Wall collisions: 124
Particle 1699: 163.83634070 9667.56385589 3688.91517484 3101.49229143
Particle Collisions: 55 Wall collisions: 112
Particle 1700: 18447.65077600 6291.49986258 -3083.38903871 -1203.29076641
Particle Collisions: 57 Wall collisions: 107
Particle 1701: 14236.26295607 12347.39292781 -3561.65285795 1670.69827779
Particle Collisions: 57 Wall collisions: 121
Particle 1702: 8764.46310404 11764.13015308 2396.78859200 -3998.19050840
Particle Collisions: 54 Wall collisions: 133
Particle 1703: 11435.11856806 2753.18529200 1233.84102914 2047.26456082
Particle Collisions: 60 Wall collisions: 114
Particle 1704: 10887.75846004 5959.89909217 -1862.33771833 1646.91445137
Particle Collisions: 39 Wall collisions: 135
Particle 1705: 17207.94434892 4572.91953400 -3908.41047276 -4023.37161696
Particle Collisions: 69 Wall collisions: 123
Particle 1706: 136.27503562 9648.34418351 4254.34700411 1474.29802793
Particle Collisions: 57 Wall collisions: 132
Particle 1707: 9684.39048746 5579.33649071 -2381.32437111 3449.88600021
Particle Collisions: 58 Wall collisions: 134
Particle 1708: 19626.36807366 152.10901777 -3403.88889863 -3800.95694458
Particle Collisions: 53 Wall collisions: 132
Particle 1709: 11236.01635620 19625.66776378 714.13968091 4676.17804600
Particle Collisions: 70 Wall collisions: 117
Particle 1710: 9577.78613764 14427.31937146 -4771.07437921 1249.74346935
Particle Collisions: 67 Wall collisions: 123
Particle 1711: 9905.32601854 895.08313204 2765.63353411 3163.12659254
Particle Collisions: 69 Wall collisions: 125
Particle 1712: 15310.50853638 6420.14692400 -2828.09697432 -4569.76949117
Particle Collisions: 56 Wall collisions: 130
Particle 1713: 10268.82959962 9359.88585023 1922.76181241 1286.52354928
Particle Collisions: 72 Wall collisions: 122
Particle 1714: 11976.76084801 19965.70060357 -1252.54131600 4227.99282908
Particle Collisions: 66 Wall collisions: 105
Particle 1715: 4785.04174129 852.14176083 -2389.30152395 4852.20430308
Particle Collisions: 65 Wall collisions: 123
Particle 1716: 8543.31666244 13985.05298225 -5207.96399627 1709.68565155
Particle Collisions: 50 Wall collisions: 122
Particle 1717: 12453.60391063 11799.51526543 1281.54003080 -4512.61303050
Particle Collisions: 62 Wall collisions: 114
Particle 1718: 5084.78408278 14936.76507239 -3092.56368082 2286.63680471
Particle Collisions: 70 Wall collisions: 123
Particle 1719: 1261.72661824 16809.06623322 -3711.90125162 -842.57570552
Particle Collisions: 53 Wall collisions: 126
Particle 1720: 18079.06774590 13489.91147545 3124.03346889 -3656.35167651
Particle Collisions: 55 Wall collisions: 123
Particle 1721: 16204.20577199 5622.89112202 3309.75522952 810.46295232
Particle Collisions: 59 Wall collisions: 106
Particle 1722: 13453.87999401 18289.24573573 -1737.16321532 1754.83902390
Particle Collisions: 52 Wall collisions: 129
Particle 1723: 19466.16234754 694.13703543 737.03917437 -2722.15957343
Particle Collisions: 54 Wall collisions: 117
Particle 1724: 5329.43143821 14376.69732723 -4635.08020292 -2583.31674772
Particle Collisions: 60 Wall collisions: 116
Particle 1725: 9445.74517038 8697.56580081 995.60083978 -3820.46447811
Particle Collisions: 79 Wall collisions: 106
Particle 1726: 7509.15917361 15951.16156802 2233.43205000 -2522.57633751
Particle Collisions: 65 Wall collisions: 119
Particle 1727: 2856.60710705 16814.17567836 -1413.19608392 1479.77925339
Particle Collisions: 41 Wall collisions: 110
Particle 1728: 17146.33999390 5535.04553006 2364.04801992 -4923.13635285
Particle Collisions: 57 Wall collisions: 120
Particle 1729: 16737.13115448 16060.27273398 -3298.93991659 -3262.79865075
Particle Collisions: 58 Wall collisions: 125
Particle 1730: 19999.00000000 866.54916971 4865.21013727 -4314.18811424
Particle Collisions: 65 Wall collisions: 118
Particle 1731: 15056.72930071 4977.08279026 -1647.42356643 1585.22815178
Particle Collisions: 52 Wall collisions: 119
Particle 1732: 17144.67006087 17240.77848770 -1212.93138421 1806.82416194
Particle Collisions: 57 Wall collisions: 122
Particle 1733: 12952.29885742 18326.71934121 2726.59529600 2724.23538505
Particle Collisions: 75 Wall collisions: 120
Particle 1734: 16377.80626491 8059.94254066 -1735.03553161 4029.47127033
Particle Collisions: 68 Wall collisions: 119
Particle 1735: 13687.84911720 19344.91480873 2279.61621259 3018.86556696
Particle Collisions: 66 Wall collisions: 112
Particle 1736: 6877.28132486 11901.63641346 3901.23538277 -3765.88582516
Particle Collisions: 71 Wall collisions: 120
Particle 1737: 9473.98797196 14619.17853269 -4924.82249456 1119.66172412
Particle Collisions: 59 Wall collisions: 119
Particle 1738: 2777.92908728 3255.76565107 -925.64240002 3081.37218386
Particle Collisions: 62 Wall collisions: 136
Particle 1739: 15534.73671833 6061.29744071 4238.69879347 -2615.32907404
Particle Collisions: 69 Wall collisions: 119
Particle 1740: 995.18742750 4292.73499740 -3327.15524722 -521.26811606
Particle Collisions: 53 Wall collisions: 125
Particle 1741: 9040.59256919 11695.83136082 -2452.75715869 1687.81689491
Particle Collisions: 58 Wall collisions: 117
Particle 1742: 8599.67781677 3917.31494224 4760.51878274 3474.97922639
Particle Collisions: 57 Wall collisions: 112
Particle 1743: 341.48379236 834.01053366 -4645.31991822 -2383.69891261
Particle Collisions: 54 Wall collisions: 122
Particle 1744: 4781.17285707 15944.14564936 -2219.00146953 4860.79992903
Particle Collisions: 58 Wall collisions: 124
Particle 1745: 1798.06874314 1372.14588990 3564.74194522 -3104.47568502
Particle Collisions: 52 Wall collisions: 123
Particle 1746: 11811.27379708 19782.24142690 -4910.01148706 4661.22553823
Particle Collisions: 47 Wall collisions: 123
Particle 1747: 14935.71628394 19006.70460939 -3111.12052102 1591.32196203
Particle Collisions: 42 Wall collisions: 122
Particle 1748: 3723.06093895 16905.51864521 -4698.55607423 -2303.61145055
Particle Collisions: 57 Wall collisions: 132
Particle 1749: 7687.51277881 19144.03949227 -1620.03155900 3998.09741173
Particle Collisions: 60 Wall collisions: 115
Particle 1750: 15965.02090396 17381.36650681 -2471.62132059 -2617.63349319
Particle Collisions: 64 Wall collisions: 134
Particle 1751: 3479.99572456 12228.96376975 -731.35339443 4510.49993755
Particle Collisions: 56 Wall collisions: 125
Particle 1752: 11309.59425097 19137.45136826 -952.29896229 -920.28070327
Particle Collisions: 44 Wall collisions: 124
Particle 1753: 11142.07329961 18522.39328580 -3349.25154482 -5514.28026319
Particle Collisions: 54 Wall collisions: 118
Particle 1754: 19162.42206750 4334.08941127 -1899.45693199 -2293.44246595
Particle Collisions: 46 Wall collisions: 123
Particle 1755: 15506.46527694 3445.60875893 4695.49442123 3390.27382686
Particle Collisions: 64 Wall collisions: 119
Particle 1756: 16654.67154686 3714.50016203 2689.64918313 3951.91669367
Particle Collisions: 65 Wall collisions: 126
Particle 1757: 8923.36281709 7535.02660233 721.49986987 -2205.68517836
Particle Collisions: 50 Wall collisions: 125
Particle 1758: 8528.42783255 1630.25469214 2765.54854034 -4832.14658827
Particle Collisions: 65 Wall collisions: 136
Particle 1759: 17119.10916456 17674.21638774 5051.56431981 4202.22471282
Particle Collisions: 43 Wall collisions: 128
Particle 1760: 3894.17512821 13448.39667547 4424.38967683 862.33789494
Particle Collisions: 63 Wall collisions: 122
Particle 1761: 13525.89449051 253.85666014 3283.37280347 -1174.40458409
Particle Collisions: 60 Wall collisions: 109
Particle 1762: 15286.76787536 18012.69246990 1327.42764387 -1284.84350453
Particle Collisions: 64 Wall collisions: 118
Particle 1763: 12688.78653228 3645.42944880 3141.03311693 3214.33579003
Particle Collisions: 56 Wall collisions: 122
Particle 1764: 3268.67018882 12181.30949304 2315.34510049 -3881.66178848
Particle Collisions: 55 Wall collisions: 119
Particle 1765: 7103.79442601 4569.10685702 965.42038903 2087.22853891
Particle Collisions: 50 Wall collisions: 131
Particle 1766: 8874.68304104 16577.31381611 -3593.56151310 -1888.26735075
Particle Collisions: 46 Wall collisions: 131
Particle 1767: 6687.47322264 4808.60111735 -803.38563578 929.67456174
Particle Collisions: 74 Wall collisions: 122
Particle 1768: 6686.58525879 16552.56334346 3428.70379684 3004.12922352
Particle Collisions: 50 Wall collisions: 129
Particle 1769: 8678.62679577 16845.54474345 -2830.09330106 4195.67168972
Particle Collisions: 56 Wall collisions: 126
Particle 1770: 13844.69678854 9419.68612260 2939.38280721 -3498.60399301
Particle Collisions: 67 Wall collisions: 108
Particle 1771: 5097.93611934 1948.14409636 -1458.86728418 -711.42688351
Particle Collisions: 62 Wall collisions: 93
Particle 1772: 1471.47323645 7640.30519150 -1017.30730221 -2863.77668967
Particle Collisions: 54 Wall collisions: 108
Particle 1773: 16108.50880944 19711.32733943 -3899.90389761 4563.96362354
Particle Collisions: 46 Wall collisions: 125
Particle 1774: 3144.95571904 9124.07295747 -3746.38114838 -3049.37826871
Particle Collisions: 51 Wall collisions: 123
Particle 1775: 9829.34244698 19689.09170120 -2029.11032569 -1387.98775072
Particle Collisions: 67 Wall collisions: 104
Particle 1776: 14693.64258122 12927.23260775 2039.74714617 -1744.66712302
Particle Collisions: 67 Wall collisions: 121
Particle 1777: 19329.73783259 2757.60041569 2864.96522547 -3912.58745185
Particle Collisions: 63 Wall collisions: 114
Particle 1778: 14850.45614915 5255.47402024 -3205.39741496 2181.00329213
Particle Collisions: 61 Wall collisions: 115
Particle 1779: 14542.27142011 8150.78786520 -4103.74208090 -2879.66217766
Particle Collisions: 62 Wall collisions: 122
Particle 1780: 3576.25707524 19704.70320041 -1543.25181320 -3137.36622808
Particle Collisions: 53 Wall collisions: 122
Particle 1781: 19943.10860739 9363.91979708 4569.80474108 4802.44711135
Particle Collisions: 51 Wall collisions: 138
Particle 1782: 15234.86810867 10726.25970832 -2382.06594567 -4240.53120495
Particle Collisions: 57 Wall collisions: 139
Particle 1783: 19893.30793484 5645.65718537 -1226.52110051 4231.77117665
Particle Collisions: 43 Wall collisions: 129
Particle 1784: 9816.46538458 18542.44629896 -3722.29982672 2837.23019514
Particle Collisions: 43 Wall collisions: 117
Particle 1785: 225.26402452 19290.53548871 4439.75828874 2014.47900810
Particle Collisions: 48 Wall collisions: 127
Particle 1786: 4976.60545462 12103.93492558 -2156.46038982 3822.25420220
Particle Collisions: 49 Wall collisions: 124
Particle 1787: 9875.81477615 2223.57420059 3604.36333243 -2322.21382834
Particle Collisions: 61 Wall collisions: 119
Particle 1788: 1944.31239912 4069.53142982 -2462.52416060 3684.97707886
Particle Collisions: 57 Wall collisions: 125
Particle 1789: 14083.72605067 1723.53027907 3762.64212889 -3511.65717437
Particle Collisions: 64 Wall collisions: 131
Particle 1790: 16903.87258418 13525.25626690 -2834.21101545 4881.93214229
Particle Collisions: 52 Wall collisions: 122
Particle 1791: 12025.53043295 4847.77636965 1235.46239945 1613.14565596
Particle Collisions: 61 Wall collisions: 115
Particle 1792: 2300.49380056 16320.44275090 -2825.70873452 -1324.60190228
Particle Collisions: 61 Wall collisions: 120
Particle 1793: 18517.85398328 1445.90590929 -2398.60595600 -4468.03089653
Particle Collisions: 73 Wall collisions: 127
Particle 1794: 12773.95109327 14779.77510567 2967.96003206 3702.21855180
Particle Collisions: 40 Wall collisions: 121
Particle 1795: 16469.55842705 4509.39061382 -1308.52320233 -1935.65892074
Particle Collisions: 72 Wall collisions: 108
Particle 1796: 10009.39135876 17482.21943102 3466.63495490 -3171.94981367
Particle Collisions: 51 Wall collisions: 137
Particle 1797: 7078.79131742 15336.36398905 -1536.67975996 1142.28466396
Particle Collisions: 50 Wall collisions: 116
Particle 1798: 1060.39162610 2805.03738088 -3939.61237347 775.04321399
Particle Collisions: 52 Wall collisions: 121
Particle 1799: 18162.65992626 950.14984893 826.55016507 3335.86862124
Particle Collisions: 53 Wall collisions: 115
Particle 1800: 10093.85971399 12886.74109684 -3538.75141435 -1836.07563984
Particle Collisions: 68 Wall collisions: 121
Particle 1801: 7926.12565714 10421.96511605 3177.53236084 -1531.68613439
Particle Collisions: 68 Wall collisions: 122
Particle 1802: 13430.47722053 3860.72840092 1591.75200060 -2086.84534626
Particle Collisions: 49 Wall collisions: 117
Particle 1803: 9358.66482543 4270.18753017 -4243.54347980 2305.15782342
Particle Collisions: 65 Wall collisions: 122
Particle 1804: 17538.44590842 15960.01760270 5055.70653130 4483.96572377
Particle Collisions: 50 Wall collisions: 132
Particle 1805: 14482.17453934 6594.43301659 3250.19779556 -3351.72912629
Particle Collisions: 69 Wall collisions: 134
Particle 1806: 3396.34613718 16184.39118009 -3269.88757736 673.52291818
Particle Collisions: 58 Wall collisions: 117
Particle 1807: 13197.94029841 1570.09984963 -894.53276985 2042.27906888
Particle Collisions: 64 Wall collisions: 118
Particle 1808: 5088.28974279 1370.16137901 -1863.83878215 -4361.02715176
Particle Collisions: 52 Wall collisions: 122
Particle 1809: 19296.11477094 18260.83005027 3748.02335387 -2786.37994337
Particle Collisions: 68 Wall collisions: 105
Particle 1810: 6670.76810894 9388.38280699 -3356.64555912 3761.98073328
Particle Collisions: 63 Wall collisions: 115
Particle 1811: 10927.13380638 15696.22023676 2625.23504637 -4639.29264109
Particle Collisions: 53 Wall collisions: 131
Particle 1812: 5265.77089461 1423.71606755 -3683.30727635 4831.95272730
Particle Collisions: 44 Wall collisions: 127
Particle 1813: 3723.97873499 8778.93363526 -1272.58710807 -4676.64643093
Particle Collisions: 49 Wall collisions: 139
Particle 1814: 11571.42494217 13468.00484022 2001.81853135 -1307.87532476
Particle Collisions: 51 Wall collisions: 121
Particle 1815: 19744.49180605 13972.89882660 3398.24594093 5032.27660214
Particle Collisions: 65 Wall collisions: 130
Particle 1816: 13342.87997413 11351.77003221 1867.33484109 -4092.17570968
Particle Collisions: 67 Wall collisions: 122
Particle 1817: 19181.41728947 17995.43451649 -4009.66467676 -1916.71562131
Particle Collisions: 57 Wall collisions: 125
Particle 1818: 8402.92827360 10394.08060414 4319.25955032 -1611.55591868
Particle Collisions: 64 Wall collisions: 143
Particle 1819: 18171.57459556 12706.57934745 -1540.89095002 2335.96995339
Particle Collisions: 54 Wall collisions: 133
Particle 1820: 4453.60032138 1664.51791818 -1413.34854817 1985.69765045
Particle Collisions: 66 Wall collisions: 120
Particle 1821: 1699.38926989 5971.46883409 1698.38926989 4650.89506460
Particle Collisions: 55 Wall collisions: 126
Particle 1822: 8578.96053994 4208.30326211 2668.13636234 2102.06484946
Particle Collisions: 63 Wall collisions: 132
Particle 1823: 14767.81086515 5688.35830770 -2178.91245489 2359.85914800
Particle Collisions: 56 Wall collisions: 115
Particle 1824: 3557.50492319 11690.17566361 -841.60284582 -4425.05807741
Particle Collisions: 51 Wall collisions: 110
Particle 1825: 1481.84360299 8620.84312450 -900.22146399 4900.30574449
Particle Collisions: 75 Wall collisions: 121
Particle 1826: 15877.92763332 2438.42696645 576.28314584 -1278.39172288
Particle Collisions: 48 Wall collisions: 110
Particle 1827: 6787.87564483 19206.44464142 -3449.72462321 -5302.56749797
Particle Collisions: 46 Wall collisions: 138
Particle 1828: 13713.17301992 3402.46565865 -5256.76539602 -499.14953070
Particle Collisions: 66 Wall collisions: 124
Particle 1829: 9476.52941834 9303.32359368 196.47099474 2724.06609896
Particle Collisions: 54 Wall collisions: 122
Particle 1830: 7707.85641959 10545.52024836 -2000.45104958 4196.89425830
Particle Collisions: 59 Wall collisions: 115
Particle 1831: 12889.44641372 8322.44869444 -3949.44870666 -2103.22139922
Particle Collisions: 53 Wall collisions: 143
Particle 1832: 895.69498573 18554.65001655 1060.89180210 662.63035773
Particle Collisions: 66 Wall collisions: 119
Particle 1833: 8885.01106724 5203.34786770 -2520.37097345 -1613.90776453
Particle Collisions: 45 Wall collisions: 124
Particle 1834: 2985.72854952 12918.35572672 1387.35821560 -4292.26081687
Particle Collisions: 57 Wall collisions: 120
Particle 1835: 12805.02269831 15634.31651198 -3109.84586470 -1356.91591743
Particle Collisions: 67 Wall collisions: 108
Particle 1836: 5974.41218781 17434.94343174 -2933.70635548 3286.19264161
Particle Collisions: 50 Wall collisions: 117
Particle 1837: 12923.80226372 13254.64771740 4026.84520640 1861.22365537
Particle Collisions: 51 Wall collisions: 119
Particle 1838: 3421.14434227 16352.03108316 -4397.61075889 -3686.63598738
Particle Collisions: 51 Wall collisions: 126
Particle 1839: 19011.90546184 10212.62546182 -1005.65428031 1472.81138563
Particle Collisions: 43 Wall collisions: 120
Particle 1840: 16297.66817744 15624.25489834 -4402.28831249 -1768.35289780
Particle Collisions: 46 Wall collisions: 108
Particle 1841: 12740.70904578 8437.51441434 -2985.88297219 4218.25720717
Particle Collisions: 73 Wall collisions: 103
Particle 1842: 4458.34242718 14224.14693112 8014.67999292 -130.23951460
Particle Collisions: 47 Wall collisions: 131
Particle 1843: 12526.70386064 19099.57416431 -3981.16341584 -1145.51865730
Particle Collisions: 44 Wall collisions: 126
Particle 1844: 3370.88410579 18527.17198622 -1194.43381344 1661.19962235
Particle Collisions: 57 Wall collisions: 122
Particle 1845: 8300.51106511 16998.59465228 4716.25184419 -3790.50275018
Particle Collisions: 46 Wall collisions: 125
Particle 1846: 4644.49443194 1083.81536445 4643.49443194 1079.18140588
Particle Collisions: 51 Wall collisions: 128
Particle 1847: 2316.79765302 14449.48230297 -3014.65736096 2406.41696839
Particle Collisions: 47 Wall collisions: 123
Particle 1848: 18671.45567580 12581.50617627 732.78414257 -2777.81432502
Particle Collisions: 59 Wall collisions: 131
Particle 1849: 10325.91165000 46.24209597 4328.62193320 2488.76389426
Particle Collisions: 56 Wall collisions: 137
Particle 1850: 9526.96444076 14374.42747650 -4767.24630285 3490.88146733
Particle Collisions: 65 Wall collisions: 133
Particle 1851: 19992.01415355 2713.03105616 -4442.56196945 -1990.68379665
Particle Collisions: 60 Wall collisions: 126
Particle 1852: 7465.10867137 17408.88426143 -1177.46026219 -4932.19115720
Particle Collisions: 57 Wall collisions: 118
Particle 1853: 11965.23474550 13346.29307093 3762.07655946 -2217.56897636
Particle Collisions: 51 Wall collisions: 136
Particle 1854: 1393.79169489 17477.08533225 -803.02730811 2395.50809150
Particle Collisions: 48 Wall collisions: 100
Particle 1855: 18583.10755875 15563.93154312 -5353.47311031 3662.68259400
Particle Collisions: 46 Wall collisions: 105
Particle 1856: 5215.03448842 4839.84479260 4360.02124719 666.93990316
Particle Collisions: 53 Wall collisions: 120
Particle 1857: 18549.62828560 5124.49355984 638.66318825 4805.49184017
Particle Collisions: 62 Wall collisions: 125
Particle 1858: 7215.58484122 5829.37297097 2127.15402433 -4723.20900968
Particle Collisions: 56 Wall collisions: 139
Particle 1859: 19758.09721544 16442.11749913 -1572.37484234 -2517.88927261
