Final particle positions and velocities
Particle 51: 7150.65564996 11531.56685026 -4282.78145001 -2125.27512437
Particle 52: 8311.71959758 10319.30316702 -3340.35299026 -2236.91927702
Particle 53: 13703.03885945 16980.84705903 2205.91677498 2398.16321509
Particle 54: 12391.11885267 2399.86155658 -824.99952137 -2025.05080943
Particle 55: 15760.61593920 5778.51159037 1161.90123054 -2965.53711385
Particle 56: 13813.53356851 11972.52365536 3280.63860732 -1569.75553962
Particle 57: 14809.58215435 2336.08495838 4096.60238495 -4883.53127687
Particle 58: 16335.37715387 12416.05107916 1272.27021765 4130.03721451
Particle 59: 12708.30930112 4455.75954943 -4635.36693443 4454.75954943
Particle 60: 16682.77717375 16181.76049358 4469.22077717 4018.58259393
Particle 61: 14733.08885077 14714.65340230 -1987.12808092 -2642.17329885
Particle 62: 8062.12004773 13890.63132710 3361.40120705 -2173.28304787
Particle 63: 3062.72112449 10721.90244009 1530.86056224 2828.65522928
Particle 64: 16770.07193401 18839.24872478 989.05127101 1113.03663703
Particle 65: 9909.93210614 15584.05260151 -1659.12291167 3934.26861734
Particle 66: 3513.00252707 15220.92457913 3512.00252707 4249.10171626
Particle 67: 5675.90091373 10675.85105249 2837.45045686 -4654.57262736
Particle 68: 64.60738737 17284.22083333 3957.93986642 -1763.87667793
Particle 69: 11220.21286183 7465.10025841 1652.80806847 845.02027434
Particle 70: 11778.48096832 11909.54722304 -995.43567282 -1564.70777246
Particle 71: 18774.95269558 9760.95124788 -4705.75334888 -3556.80954437
Particle 72: 7564.17770590 15457.01787551 -2411.99736220 -1235.97714798
Particle 73: 18051.08613519 9779.15924940 918.36435175 750.79021225
Particle 74: 1.00000000 12642.21917889 -4311.82397016 3802.27767663
Particle 75: 8467.74624574 18417.84520011 2733.18692520 -1807.45504036
Particle 76: 4961.38324865 19573.07512304 1138.20285728 -1267.59705143
Particle 77: 8797.45035051 17169.86176095 -4856.29983485 -4157.29669049
Particle 78: 1354.35838549 4779.59829769 5015.73085924 -890.80927572
Particle 79: 9123.00298841 11704.97668416 -2718.99925290 -299.86206552
Particle 80: 2220.27248566 18449.55370236 -3629.22072109 -1588.63713754
Particle 81: 12236.74233808 16831.35102205 3078.90044432 -3714.63351304
Particle 82: 16366.92904537 11346.61536702 -1000.14012334 -4420.11149385
Particle 83: 11952.03258666 10069.12086218 -1708.57349674 2770.81531335
Particle 84: 4355.46187298 2844.21545119 -4213.73110729 3491.28159213
Particle 85: 17286.47766495 5281.42015991 906.31213616 -1262.44788134
Particle 86: 11857.15079016 7709.15467549 2724.35475577 3176.77637308
Particle 87: 17621.99709681 10515.60781604 -843.42686346 769.33627398
Particle 88: 4378.64313810 17955.94342546 -1076.40394460 2478.13595820
Particle 89: 14718.84587873 17132.50825680 -985.66668508 -1435.36893249
Particle 90: 3191.41236258 16329.93026332 2688.10101471 2621.21621985
Particle 91: 15594.54339263 18847.38205291 -2790.99356504 3051.74187174
Particle 92: 14603.43970502 11596.09498292 1358.74126004 2458.95662821
Particle 93: 1627.89832956 8359.48727287 -3418.14435731 -4486.99848527
Particle 94: 2209.74133942 2739.90389662 -3255.86974034 965.61875160
Particle 95: 7493.85829986 3831.72303675 4025.39568907 -1023.76675002
Particle 96: 14636.56515977 627.54704359 -4261.47729543 -1235.16400930
Particle 97: 12548.03414318 12576.80323895 608.86752093 -4797.75995347
Particle 98: 5386.72775303 16312.99362055 -1845.10013934 -3686.00637945
Particle 99: 1.00000000 229.57056714 -3848.53939724 1282.36033341
Particle 100: 8930.55643579 17193.61216418 -2824.22214220 -4535.55656099
Particle 101: 10898.34281168 14090.15613226 -671.88195561 3012.43894033
Particle 102: 15160.11880168 5155.70032521 -3725.16490815 -4099.15120081
Particle 103: 7072.39600726 3984.46920745 -2154.45016168 -2330.45476660
Particle 104: 1206.41473125 17171.33890085 4063.75578411 2752.49966768
Particle 105: 19545.50965439 7586.16641758 -484.04847437 -2532.02395923
Particle 106: 14195.64629412 1.00000000 3355.34522839 -3480.93276987
Particle 107: 3935.16720481 6003.80124512 -4618.90172088 -4608.57602488
Particle 108: 2732.61116175 3045.00937507 -1004.15355077 3044.00937507
Particle 109: 15272.46001263 11314.70368942 -4171.38848104 -1450.95121195
Particle 110: 1.00000000 1460.18308806 -3310.84857728 1639.72768556
Particle 111: 17177.11421653 2126.45252594 4111.68906725 -3475.71344334
Particle 112: 1.00000000 9933.99970951 -4030.65512391 721.23801541
Particle 113: 12.10172161 7025.41089127 -1975.20578068 -1760.72681337
Particle 114: 2414.39404813 1113.18015813 1648.25708963 -2675.27933366
Particle 115: 15093.61013126 1.00000000 4944.36538953 -2548.60469335
Particle 116: 14799.15852185 19999.00000000 -738.48658133 3410.39556178
Particle 117: 5822.39073990 4632.93660475 -3866.37235705 -3869.59106025
Particle 118: 3869.65288924 14428.57445405 353.48311652 -3138.16972494
Particle 119: 6924.61007345 14370.45699887 4636.89636032 3890.13746022
Particle 120: 1.00000000 4363.46545282 -3191.94251562 -3949.15711823
Particle 121: 7589.12177503 14148.78899628 3597.44902575 -2925.10550186
Particle 122: 9959.03496028 1.00000000 -1188.87097421 -3205.18048804
Particle 123: 2038.00341136 3600.60849827 4534.52060661 2104.56922803
Particle 124: 16984.30811771 13456.52354309 -4542.69854172 -1327.47896077
Particle 125: 10656.24338747 18868.86075040 -3829.05140493 2771.09322951
Particle 126: 1.00000000 4991.05856707 -4191.12769153 1902.75939821
Particle 127: 9906.87189172 2584.13427991 -2491.85468378 -3597.04391899
Particle 128: 13721.81756524 7337.13884672 2744.16351305 4809.00071407
Particle 129: 19651.51673965 11748.42063670 -4119.16453605 2173.14312978
Particle 130: 9726.32055553 13268.95670324 4004.51933463 -5326.60546042
Particle 131: 9836.04799466 11061.29649313 2664.10233275 672.09866515
Particle 132: 1593.54376742 19999.00000000 3610.11167483 4779.13150646
Particle 133: 10931.16728309 10247.46295377 -3022.61090564 -4937.75749994
Particle 134: 16924.73214845 265.06078733 -1495.21299646 -4823.82671538
Particle 135: 17508.46509890 5523.46320206 2032.31244465 -5084.06400796
Particle 136: 4780.74457232 15634.55807154 1535.55789570 -4059.87358516
Particle 137: 11426.26566261 15548.96180587 778.07253378 -3490.88371638
Particle 138: 8146.03230064 2574.88391817 3081.62383542 -4537.38804792
Particle 139: 3984.65602654 1799.67352907 1502.98224132 4325.96152428
Particle 140: 3535.99576490 8418.53919639 3534.99576490 1186.54400211
Particle 141: 8049.44870450 7674.01642605 1004.43364709 4057.35656422
Particle 142: 18037.21629349 7051.74415174 -1016.34450688 -3331.32718967
Particle 143: 19946.33155251 5887.89044413 -4916.52935466 2789.25584313
Particle 144: 289.26779738 19791.75482339 3132.62492116 1341.11834581
Particle 145: 17793.25823091 9736.11214514 -674.48161782 -4973.96522871
Particle 146: 11118.93419463 7991.46849320 -2046.04470990 -4727.59377335
Particle 147: 10545.97897489 14069.33237983 4306.91435354 -2964.83381008
Particle 148: 1133.18041800 7312.15009837 3369.58185423 -3717.30801364
Particle 149: 6248.50637056 18250.64519451 2833.52655350 3397.46395582
Particle 150: 14504.10759864 9096.86377871 1245.94784233 2101.60834159
Particle 151: 4217.87536850 9273.54526649 4035.81256142 -2409.95497950
Particle 152: 13842.72991830 1288.28717590 -4206.66404255 2839.39239863
Particle 153: 4277.01965824 19999.00000000 4130.64242019 3866.22745738
Particle 154: 8654.26097451 8560.74057285 1742.98931035 -3812.75314238
Particle 155: 8791.39926245 14630.81399019 -4749.25929806 -1234.15928427
Particle 156: 1404.04187111 13329.03995614 -3177.43356936 928.20352152
Particle 157: 13731.30552392 12480.27411189 -4496.81276031 -3548.41388966
Particle 158: 2285.64446571 19999.00000000 4287.24277155 4717.67435208
Particle 159: 17462.02647686 12515.16406985 2186.70913485 -2173.39604182
Particle 160: 18006.12904352 10969.47915049 -2320.87693960 -3583.03732142
Particle 161: 13418.95594555 11961.45357356 4519.74847995 1689.81856817
Particle 162: 8746.71453152 16870.36514074 2536.29573332 -2459.38855514
Particle 163: 17040.67347764 14657.44172461 3361.73651593 3193.23190594
Particle 164: 7138.23652885 713.37462464 -4245.91152206 3719.64352173
Particle 165: 4512.31700490 16174.33842455 1862.03758343 -4312.84847143
Particle 166: 13470.17662977 12798.27543364 2166.43005679 4583.62699481
Particle 167: 5330.14954299 5585.24030461 -3667.21261425 -2983.51877603
Particle 168: 8271.61528576 8461.21021098 3906.84930100 -2587.48993625
Particle 169: 17979.97542212 8847.45183570 2533.70464023 -1563.38170708
Particle 170: 8173.12780782 16082.71349361 -3446.36093854 1868.75996169
Particle 171: 12015.62062364 17213.38973433 -2070.97645552 -1236.41105079
Particle 172: 16128.51302156 13737.60465526 -2227.51951487 1754.52347042
Particle 173: 12363.53996298 6404.67754975 -1837.12704330 3725.59910695
Particle 174: 16934.72981661 12664.33252267 4233.43245415 -3433.72009855
Particle 175: 15193.47674935 10138.88179583 1018.17165859 -2084.48814468
Particle 176: 1.00000000 17416.51174971 -4564.04139120 -4059.78671757
Particle 177: 11814.43089500 9992.45828174 4612.82194854 4995.72914087
Particle 178: 9646.21061015 4610.15759628 -976.13038484 4043.31736245
Particle 179: 12597.22658305 19400.94171848 -4509.36660426 -598.05828152
Particle 180: 15371.17389883 19151.87800918 2889.74067153 3039.09517078
Particle 181: 3449.66019302 4289.07551688 4567.41150282 921.02455309
Particle 182: 9642.46304473 5093.43471687 -2174.41456840 -2431.68247739
Particle 183: 10371.86181595 19216.95434286 -3221.83353946 2434.96714916
Particle 184: 12723.20613553 12474.53069748 3921.62884632 -905.23204259
Particle 185: 1344.64670255 17605.00445811 2604.47821818 -1602.92691189
Particle 186: 18150.90143610 10911.29865137 1090.23843610 -4543.85067432
Particle 187: 19860.30556969 10861.85995964 -4848.22836880 1691.43285651
Particle 188: 7981.62578297 11006.79126279 -4005.79140568 3519.32984753
Particle 189: 16505.28417943 8453.03671253 3204.18058311 2671.06662748
Particle 190: 11906.00592221 4659.13648039 2097.10009979 -3865.70671370
Particle 191: 15620.41716609 19236.62668243 1745.31623586 -2704.18225929
Particle 192: 944.89090049 5022.43861655 -2291.42652802 978.45864081
Particle 193: 1024.28836706 9863.58404815 1403.42750899 -4420.38051039
Particle 194: 7817.85271562 5952.45024485 6280.65319882 -1377.87260825
Particle 195: 15013.59460896 1687.98501248 4272.99967532 2908.64466301
Particle 196: 8544.06968395 384.01235816 3322.15260531 996.20174496
Particle 197: 8911.83233215 7434.76551852 1622.91888643 -2973.12221251
Particle 198: 7707.77319976 5905.71639736 1069.11295388 -1670.54539773
Particle 199: 8472.63086218 5562.94429941 778.56942694 -856.82058387
Particle 200: 2536.37345470 881.00178469 2189.18186141 1729.14158369
Particle 201: 12214.32184246 8091.05024863 4100.34099685 -2767.98791086
Particle 202: 16297.70961916 7330.51812419 3834.58527125 1426.27755566
Particle 203: 4317.58111992 16447.06194807 4316.58111992 2511.19689844
Particle 204: 1211.58028635 7790.27278812 -1175.77184328 -4184.68902442
Particle 205: 16002.04607270 9170.33502228 -4562.46946490 5005.92183404
Particle 206: 19999.00000000 19477.48823563 4742.78633971 -3651.54180522
Particle 207: 18037.23399908 1965.67756210 -1142.82068486 1964.67756210
Particle 208: 8781.17664234 5964.01069085 2646.79022560 1685.81351431
Particle 209: 13003.68073754 17622.17658874 -2660.11592156 4818.25455412
Particle 210: 19896.72089731 15912.27433022 2088.83296404 -3839.89614254
Particle 211: 16552.67167788 10210.48053592 1862.62082458 1955.72224731
Particle 212: 10235.89180423 19846.32847775 5117.44590211 -2337.12314992
Particle 213: 9345.22879403 13082.78653538 784.42483481 -2776.77298828
Particle 214: 9759.50402607 930.74327455 647.21096000 3883.01458124
Particle 215: 4097.52838967 1700.32446805 -936.10882521 -3977.60516369
Particle 216: 153.65826957 13639.06424287 3697.50917150 -2235.59819885
Particle 217: 8074.64565624 10614.76439632 1168.02690874 1409.00206442
Particle 218: 19438.48934005 6878.28589106 4118.07836267 -4731.24487271
Particle 219: 2355.40437718 2032.65761547 -1288.48371325 -934.75295336
Particle 220: 1362.37768750 1681.29612224 -886.40251736 4139.30407142
Particle 221: 8624.39088287 10335.89833589 4311.69544143 1570.08434512
Particle 222: 12404.37889975 11010.20165178 -4144.20422185 -2160.28720219
Particle 223: 15657.69392739 11635.35414149 4634.71164398 -3080.43446166
Particle 224: 2312.74083805 15970.54939859 -4493.26020428 2268.51884996
Particle 225: 13516.42030340 6770.78581209 -3782.93995666 2883.80808245
Particle 226: 16652.86920169 3556.04619255 -796.36139255 2417.03354000
Particle 227: 8892.64795009 10782.30953788 -3225.36167032 3593.76984596
Particle 228: 15873.40045331 8447.38374026 -4125.59954669 1057.06575447
Particle 229: 16366.34749523 5049.01436330 3296.13690398 684.19884071
Particle 230: 12439.44398087 11145.22416931 3417.06701195 4613.41260573
Particle 231: 12915.12352083 10377.57676999 -2361.29215972 -2687.06040825
Particle 232: 10835.01866002 8919.70432515 -2325.20442713 1325.66853275
Particle 233: 5231.67086522 15353.37684726 2484.80950122 3288.63356129
Particle 234: 12810.64808651 7854.36333366 2561.92961730 -1042.98107909
Particle 235: 15334.24703437 5077.87644920 -2282.60521013 4578.66429856
Particle 236: 12948.41640956 12615.13559700 2750.23438119 1712.20709060
Particle 237: 9718.23271850 17417.09227513 -3426.92242717 717.56861604
Particle 238: 3600.30683654 8661.65639806 4060.69542207 -1603.65643685
Particle 239: 5044.91580101 1330.18138278 -3332.00931555 1709.82634987
Particle 240: 8024.16758047 10566.24960717 4011.58379024 -1948.00828020
Particle 241: 11548.41108788 11279.22411645 1589.61633296 2057.18533406
Particle 242: 13886.26793646 12624.14549711 -1045.63086907 -3384.78160525
Particle 243: 13023.13306593 15347.81973630 -2199.06532813 -2325.59013185
Particle 244: 3156.51553981 18114.28602619 1603.59044453 4276.10428994
Particle 245: 5592.05750212 15478.73349853 3815.26837057 -4520.26650147
Particle 246: 18247.50008689 1742.23691981 -5327.23455581 -3629.25072229
Particle 247: 1409.08159645 15120.15995122 2045.63726350 -3778.37617120
Particle 248: 8273.47743404 10292.22687114 -4195.43657004 3141.40332421
Particle 249: 4071.68210261 4449.47906899 3527.17593267 -4781.86856373
Particle 250: 17406.32001789 8007.15007172 4344.36927303 -3124.53840750
Particle 251: 10414.69247924 5728.71908027 -4930.38458679 -3329.41604378
Particle 252: 16947.44703845 19166.06090681 -4401.45438790 769.72217918
Particle 253: 5310.97236521 2509.60577558 2852.25601894 -2914.89903740
Particle 254: 4224.92975587 13492.37507744 3168.66774130 2764.64256612
Particle 255: 12633.56814545 5485.61663661 -3485.24994986 3192.86785572
Particle 256: 17846.37990184 10225.55985255 -5537.65502454 -2030.81580532
Particle 257: 9352.29405381 16489.03250474 1482.93194768 -4701.83720338
Particle 258: 8819.89904285 12616.18709810 2624.74362692 -3773.76058642
Particle 259: 9394.38125650 15596.47273307 4696.69062825 -4519.30096827
Particle 260: 1.00000000 5916.24459803 -4415.02418456 2934.38776404
Particle 261: 9858.59753002 1792.43937548 -2418.90945210 -4551.64015613
Particle 262: 4124.89327681 15812.53032994 4123.89327681 -4094.45370051
Particle 263: 18759.87895795 16425.73008418 3059.52748863 -3996.09237822
Particle 264: 14053.86071637 8060.22763115 -3829.52012359 1828.93813700
Particle 265: 1351.08671539 5081.37254498 3183.63792918 3500.86293350
Particle 266: 5397.32484260 19207.66284600 -3392.90845806 3669.37237737
Particle 267: 19054.00104248 11626.25868310 809.93167744 3100.83531681
Particle 268: 6912.18941747 3214.41957250 646.38395003 -695.86828114
Particle 269: 10983.14617824 2981.31667031 -3476.41926963 -1724.53509531
Particle 270: 15257.78573314 14975.94556500 969.15373152 -2723.28595610
Particle 271: 15379.00560820 6313.79429202 2184.37751418 -2648.15733421
Particle 272: 11052.14949672 5071.99840754 2948.60278065 3837.42976717
Particle 273: 10602.42165687 12338.99974491 -1072.53737111 2922.02726913
Particle 274: 1512.57997421 19999.00000000 4839.76011748 3345.36133871
Particle 275: 6404.14720946 10557.42810704 -926.99142609 -3238.34851848
Particle 276: 854.62733365 18536.60227484 1155.15987513 1014.81610493
Particle 277: 18766.87381080 3839.51013881 3098.86632957 -4011.10641866
Particle 278: 9112.68256108 11270.47571000 -1814.39838783 -601.19236128
Particle 279: 17338.47699155 11491.42594065 -4531.70460169 -4532.29546733
Particle 280: 18600.48572381 13140.39097239 -1438.43645504 -894.04843397
Particle 281: 808.20400113 10733.75140840 -2510.34972655 -1048.04098793
Particle 282: 5330.52248258 16528.64517473 3426.15208900 -3470.35482527
Particle 283: 14074.18685291 17450.87264913 3221.37868892 -1171.73497631
Particle 284: 16593.42310649 1360.30543027 1502.88638270 -706.51847158
Particle 285: 7192.62337208 7225.07280175 4299.21370126 -3036.94043439
Particle 286: 837.51078674 13301.43307724 -2292.08708312 1950.74936147
Particle 287: 19751.21699704 19999.00000000 -2144.57346813 2778.35441189
Particle 288: 12693.51378718 5416.09738697 -1791.43139786 2770.55683061
Particle 289: 4341.18086092 4612.05931525 -4150.14302869 1507.36084356
Particle 290: 1.00000000 19985.51123852 -4253.78539715 -380.44558737
Particle 291: 19784.29841127 1041.86419362 2826.18548732 4198.36751642
Particle 292: 12834.58313720 1072.75426434 -2388.13895427 4298.22263352
Particle 293: 19629.00415243 11949.32869221 -2150.29752805 -3445.35025190
Particle 294: 2416.96694643 19464.41591407 -1231.95710999 4693.95716925
Particle 295: 3385.71156158 3192.20304610 -2373.36908381 -3845.30527132
Particle 296: 19811.32496447 19271.57473380 -3497.16234051 -5035.24146090
Particle 297: 4112.23201213 13213.85571964 740.47277604 5229.06112283
Particle 298: 5389.48506947 2555.35786818 4553.84919416 -3074.45767504
Particle 299: 9784.95494999 6749.10740705 1208.99609350 2789.81067368
Particle 300: 17534.33211474 16521.88366908 4763.05239611 -550.55291139
Particle 301: 4131.47115756 4587.50923538 1461.44542747 3080.34690626
Particle 302: 336.55716067 9083.48366917 1102.25230900 -3432.14976830
Particle 303: 4966.60817736 5039.32481381 3529.76883358 719.76068769
Particle 304: 15473.07124279 10767.70521650 -2262.96437860 -859.98289755
Particle 305: 8636.14465340 3624.39724093 -2546.23484168 -1502.33629233
Particle 306: 573.16170541 9119.63363513 -2092.18339377 4419.47290720
Particle 307: 18324.15766933 17136.14155551 2979.41627063 854.17026666
Particle 308: 8970.54478115 9516.20817354 720.97300070 -3808.93026301
Particle 309: 15931.03111877 8304.66249731 928.99265913 -2070.16913302
Particle 310: 5079.49696544 8780.41638721 -2412.55050994 1441.60799709
Particle 311: 15266.84409164 13430.67490470 -5950.96338566 2936.49193908
Particle 312: 4859.86978862 10453.54802223 2429.43489431 -4771.81449150
Particle 313: 5903.34464756 12175.51992863 -1428.40987342 1383.71343164
Particle 314: 13597.97197267 19075.76277872 -4057.28805369 -4463.20131580
Particle 315: 3589.16840833 16495.01314727 -2848.35734868 417.52309152
Particle 316: 19553.37994833 19732.07852653 4888.09498708 1623.13682237
Particle 317: 12514.99444872 2378.57804559 3000.98927197 647.00184972
Particle 318: 15821.42694842 17324.13893111 825.85648127 1305.63258320
Particle 319: 16335.79963347 9132.23922042 1073.30038240 -2383.76367193
Particle 320: 3030.96060136 19992.91760284 1629.93139333 -1460.49133103
Particle 321: 19125.43664375 3017.17769090 2248.43797312 -4292.86862565
Particle 322: 18292.42203064 3215.36186000 -1706.57796936 -3925.05305534
Particle 323: 9730.02902696 13994.36163065 -5134.48548652 -2984.36641818
Particle 324: 10049.45488079 19622.54647032 -3741.93741260 4905.38661758
Particle 325: 18897.05818986 15596.74480158 145.21913418 1008.94506258
Particle 326: 12533.37981760 6442.33167454 -596.69140322 3843.71201650
Particle 327: 17889.49846602 14699.62845425 1455.62682783 2636.68768893
Particle 328: 16397.17457858 17829.19696245 -1780.20748096 1550.91599528
Particle 329: 5564.31569591 14568.89079988 1135.67870388 -1204.79943412
Particle 330: 3342.42419200 13279.32734522 1691.67173453 2954.04716798
Particle 331: 18093.10937197 292.80436044 3744.95870406 -1260.76454647
Particle 332: 15572.48069454 19999.00000000 4188.88160088 2611.78756867
Particle 333: 8505.91166568 11114.82544168 -3599.56815582 1744.22883659
Particle 334: 17287.85480640 19999.00000000 3362.47262796 3352.20662168
Particle 335: 17651.79807925 10840.65420809 -3340.28681562 966.59420726
Particle 336: 16355.53135339 3738.66139592 2052.85324591 -4375.78217997
Particle 337: 4363.73239926 2549.90073857 2129.01962317 1274.45036928
Particle 338: 6609.76045268 10699.70067222 -2786.31478660 3566.23355741
Particle 339: 3414.49927389 17504.78824291 3863.95332946 1680.55675103
Particle 340: 9581.40724543 15907.40189107 -4655.86372390 4790.47437916
Particle 341: 6611.07793078 11113.25988665 824.92483732 3936.05701599
Particle 342: 2759.18824822 1.00000000 4396.46751879 -4376.60472370
Particle 343: 16150.13025372 9420.47367964 4558.92743650 -1857.22425758
Particle 344: 8462.21234251 808.89266359 3119.29893386 -1186.43632060
Particle 345: 13081.99004356 12348.67138256 4741.23608443 -1781.93639329
Particle 346: 5343.14905811 10005.51681359 1979.46398901 -2826.44004933
Particle 347: 11742.21271180 10111.24609162 -88.19931997 -4718.39681461
Particle 348: 7878.98100345 5679.46499779 921.84202512 -4115.36302243
Particle 349: 4565.83486606 789.07678737 -2469.39616669 -4534.48990149
Particle 350: 17078.01520991 17519.37043033 -1917.44290639 4620.11159920
Particle 351: 6309.32153557 9767.48884157 -2069.53373642 -1389.82336937
Particle 352: 1.00000000 14721.28996964 -2290.61445515 2816.59549182
Particle 353: 4618.33276311 5886.60853236 -686.55445774 -4279.08021051
Particle 354: 6453.71258739 11055.28512167 -1325.14330738 1598.05378094
Particle 355: 788.17221071 6737.35827564 -2506.57469328 2566.06649305
Particle 356: 2758.18750694 19999.00000000 -4775.98268444 4362.46635029
Particle 357: 9807.25458164 16277.95968609 -1417.97158662 -666.50125550
Particle 358: 6812.58706067 12316.45053867 -4039.59843787 827.26472118
Particle 359: 3422.21716705 17784.36752754 2415.38389627 -3205.69725262
Particle 360: 3499.43724063 15088.04224469 1033.85852518 -3069.09116808
Particle 361: 2909.53103830 17381.68276047 -4272.36724042 633.54385004
Particle 362: 1489.68774819 10625.54755145 1489.86038925 -916.25736989
Particle 363: 12124.58298282 7414.69694466 2141.14178253 -463.31195542
Particle 364: 18556.30483302 12589.47758863 1543.57753490 4647.89521706
Particle 365: 13691.90643925 2286.06251493 148.06783324 1607.06273605
Particle 366: 9327.29989637 2453.16976623 1904.65529544 2452.16976623
Particle 367: 18139.90270636 17098.43643423 4230.29177091 -1234.31655180
Particle 368: 11364.38458337 10805.10752445 3787.79486112 2874.86733309
Particle 369: 2116.69498425 14912.91807138 4560.48314291 4970.63935713
Particle 370: 13335.98455797 17789.08608727 -2108.23392254 3635.33933487
Particle 371: 132.51970263 10227.97816393 -2355.14006598 2369.44132143
Particle 372: 1772.32682185 6368.33451817 3367.82558035 -3679.40151371
Particle 373: 4841.84595930 8872.18557864 4840.84595930 -1960.64029588
Particle 374: 19405.21571393 7001.41171960 4167.73484231 2980.12042145
Particle 375: 18494.21099235 1.00000000 -3112.30560574 -2448.05349804
Particle 376: 11790.11725599 8745.71213074 1926.69134543 -1162.81008486
Particle 377: 3963.67669426 4310.93892262 -2674.94533068 1436.64630754
Particle 378: 19999.00000000 18295.26226825 4254.13586674 674.38802235
Particle 379: 14485.31029955 11201.20835498 525.35980302 -2356.18917486
Particle 380: 9320.02681543 14559.13149051 2447.73362655 2095.59311327
Particle 381: 19539.60797692 9730.39831639 -2384.86616975 -1617.60787554
Particle 382: 2953.93998548 19999.00000000 4677.47356747 3411.78884012
Particle 383: 2710.16761902 9077.23940578 3860.78342043 -1395.04166466
Particle 384: 19476.83163059 7442.81345704 -793.77494295 -1395.13183811
Particle 385: 18071.62605059 56.39281256 -1040.92358097 -1456.95184046
Particle 386: 13084.86378257 13217.20655902 -4578.14462767 859.63765462
Particle 387: 17573.06220823 1689.07090459 -3203.41968454 -2466.26907708
Particle 388: 19046.94388821 14851.33697229 -1988.86460475 4914.44924091
Particle 389: 19999.00000000 4227.02565853 3438.31386427 4248.87252728
Particle 390: 5552.25281687 13553.55631917 1850.41760562 3786.43546215
