Final particle positions and velocities
Particle 824: 17881.20950820 17772.84828050 -1427.27134225 -4252.04772832
Particle 825: 15017.22408106 12027.84379169 -3101.46143428 960.89348055
Particle 826: 1.00000000 457.34731690 -3976.16096122 1545.05142130
Particle 827: 4526.61354975 852.44774008 235.85427422 -1183.98445113
Particle 828: 10349.90186526 9754.36394202 1483.78490808 4613.00640863
Particle 829: 9592.15345420 15570.91495412 -3378.31628287 -4609.60798230
Particle 830: 2264.72734133 849.71912551 -982.25665336 -3696.27635467
Particle 831: 19650.11374511 15843.28307218 -1246.32575679 -2077.85846391
Particle 832: 14123.08652064 14900.07543759 -1342.12991486 4028.63012410
Particle 833: 19999.00000000 12888.50708674 1562.54878778 3070.30122626
Particle 834: 1339.34216380 4252.28005903 -1904.85593707 1778.75524295
Particle 835: 14957.32193625 718.60886625 814.17496812 -4404.13284076
Particle 836: 8538.63324683 9708.64483934 1850.38283244 -1425.45858679
Particle 837: 5663.40266677 9055.62877263 -2660.63277073 -801.00367266
Particle 838: 11992.68947848 7632.04953075 -3343.23690118 3604.18355618
Particle 839: 6454.14021226 3043.44251082 169.26305930 1983.38495189
Particle 840: 15258.94186981 1798.37581799 -3909.77886577 4242.24045722
Particle 841: 4129.76878977 19600.01759870 1895.28735599 2205.81310158
Particle 842: 15577.90655429 1119.89671343 -1224.66092794 -3501.63898780
Particle 843: 5687.08940963 15579.95070879 4930.18159431 -1081.08923280
Particle 844: 18738.50118005 3789.22080747 -630.24940997 -3024.25312649
Particle 845: 7913.70950657 2552.53188283 1495.55764637 4530.34180453
Particle 846: 5756.67356980 18158.77376817 -1233.73687237 4516.89847205
Particle 847: 9853.17289332 7864.83016360 4926.08644666 2104.27209695
Particle 848: 1069.16959523 5142.87884924 4128.99214145 -2114.48805270
Particle 849: 3753.96218385 15853.87001919 -4588.81320879 3196.61720437
Particle 850: 7193.89070518 10463.16262279 1333.57640452 5231.08131140
Particle 851: 12589.24859199 17928.77459496 2335.18363405 4988.82580061
Particle 852: 19502.98034305 11540.13165662 -4203.99799191 -4065.26690620
Particle 853: 15720.11441650 15212.34443726 -4278.88558350 -4706.45009389
Particle 854: 16666.71811712 13498.76105365 -3332.28188288 -3777.20236998
Particle 855: 1609.78986193 13867.24645874 -2193.09736898 2322.71089523
Particle 856: 4449.91863761 14822.56615786 1939.65620975 4082.50460619
Particle 857: 10646.24044301 16034.20819278 3196.44202249 3762.40761658
Particle 858: 9121.19878130 10144.45140980 5580.58951791 -197.57464552
Particle 859: 11829.44599227 9771.40810210 -4084.77700387 -4095.15944217
Particle 860: 4149.74320413 9945.99411110 3365.02324208 1312.09549216
Particle 861: 6153.40714497 15527.01467090 3076.20357248 -1405.91692070
Particle 862: 12625.50914846 6115.01235926 -2457.83028385 4751.40014588
Particle 863: 3855.20273918 1330.27894119 3158.82805434 -2959.12155654
Particle 864: 17644.22303437 11036.17203516 -3028.28876058 -3778.04209880
Particle 865: 14719.02588640 3550.77410260 -3807.48073706 -4112.05647435
Particle 866: 14162.67680680 6706.77380950 4249.00182785 -2615.40067443
Particle 867: 19999.00000000 6298.42431990 3556.61643209 1221.93747275
Particle 868: 11051.54634260 10281.62316835 2246.46340842 2179.60782712
Particle 869: 954.96786414 5261.18220603 953.96786414 1491.61652901
Particle 870: 19724.23454597 10691.34291769 -3707.87370875 -4208.19308519
Particle 871: 18590.62260790 12892.94667494 2920.14171187 851.03086203
Particle 872: 1044.39106750 1.00000000 3238.87316309 -1044.59479962
Particle 873: 10855.48267377 8898.48030342 4106.14743876 -3359.49928927
Particle 874: 8951.92583556 7863.13590354 -4794.82427983 -4185.02543953
Particle 875: 19359.01111281 6341.33049321 4807.96856488 -4167.26122010
Particle 876: 14337.69657340 19999.00000000 2472.44259069 4071.91931055
Particle 877: 6716.90819819 17378.21074574 1273.91674557 2766.57057144
Particle 878: 5983.73200150 7373.92216157 -3965.07244449 -1395.64457108
Particle 879: 1.00000000 2911.47925917 -2012.72432522 -1796.05347334
Particle 880: 11873.23646856 18894.05038184 2789.95538172 996.47809452
Particle 881: 2595.93399156 5525.45923131 2973.11499391 4250.49404902
Particle 882: 18155.34318944 16378.51454269 -3357.41960163 4164.39959731
Particle 883: 19341.68300881 19999.00000000 1159.08350950 3835.83682662
Particle 884: 1411.56812183 4342.83853226 1257.07471390 1549.21236680
Particle 885: 1.00000000 384.74754178 -1840.07962236 2379.42279059
Particle 886: 17455.30048882 13300.54950864 -4319.36550631 1565.45363575
Particle 887: 16371.55494000 11677.12437667 -1678.04090897 1136.45950127
Particle 888: 5061.01256792 6720.48794523 -3540.40520915 -4091.38381457
Particle 889: 5741.11137689 1675.67117870 -1285.70381377 3596.01917756
Particle 890: 13899.83822313 17425.29871305 1222.77695866 -3991.55170199
Particle 891: 14781.32558741 12080.23344256 -1407.49249099 -4592.95448535
Particle 892: 8705.11665788 913.46463436 4389.71660472 912.46463436
Particle 893: 13789.44270779 12690.13089335 4793.29695693 4638.45592938
Particle 894: 7778.56596791 17567.17373448 3531.14487899 2797.49034697
Particle 895: 18660.36682697 14162.60640495 5059.55293741 1056.05439040
Particle 896: 12966.53556240 4845.03424239 -1758.11610940 -2698.11403490
Particle 897: 3021.12314150 10561.74997624 -2750.93757767 1591.42521505
Particle 898: 19162.89882820 15788.52939980 -3308.96478142 -650.94388604
Particle 899: 9194.62936079 17233.22524681 -2569.02678667 1953.64746760
Particle 900: 14383.81626393 15399.67491610 -3192.63340759 -4599.32508390
Particle 901: 15973.28127146 1771.73380710 615.06362226 -2253.44533841
Particle 902: 19514.47959084 15259.66500639 -1354.05219304 -922.12123108
Particle 903: 2214.39650596 2159.35803017 -1423.30783341 2158.35803017
Particle 904: 5067.85051481 4834.45451411 1275.53122485 -1544.08391264
Particle 905: 7305.22178020 3957.18206624 -4231.25940660 1312.67378970
Particle 906: 8940.11063442 4517.05632170 3516.89032424 -3903.12627372
Particle 907: 4256.79775516 16830.73604334 4255.79775516 -2650.17218361
Particle 908: 7398.73018628 247.84210338 -505.89537250 2825.22420871
Particle 909: 13190.44460620 7965.17793762 2855.71055587 4146.16644188
Particle 910: 9321.29461055 6833.56309694 -696.00065531 1412.02007269
Particle 911: 8238.62375822 15474.66180671 2647.10068347 -4023.13276331
Particle 912: 19195.91198107 19031.60672962 -842.25692907 3955.35187076
Particle 913: 1015.25861613 18262.95580601 2991.06629336 -1530.03714528
Particle 914: 16012.15563917 12591.78638233 3326.79043516 666.75870973
Particle 915: 11414.18940677 9536.73311789 2334.20598136 732.32194611
Particle 916: 10287.83212158 17512.18045315 -4372.09564412 1157.20049598
Particle 917: 4546.85506058 2388.85892114 -3007.50023037 4194.00080329
Particle 918: 11576.58590065 13420.60907742 -1235.21568517 -765.28895050
Particle 919: 8938.61823366 18430.15189912 2977.09238420 3430.05306646
Particle 920: 1.00000000 2412.81491609 -4612.99220609 -4138.03655262
Particle 921: 3951.21893944 8362.07475278 4403.73584019 -2787.89982259
Particle 922: 20.11742040 12713.34308707 -4937.84105976 -4001.30671560
Particle 923: 7411.75722235 9573.28019884 -894.62951398 4902.74030699
Particle 924: 63.57788030 14542.15879737 1167.33639315 2137.42152953
Particle 925: 17386.30040145 1413.91780958 2154.43534913 -4017.17556342
Particle 926: 14420.96095392 10894.41756349 3471.80670790 893.01325308
Particle 927: 7927.21234258 6359.88332558 1092.78359025 1968.62797433
Particle 928: 11646.94438393 17800.27419908 -4743.25794157 -3118.94579255
Particle 929: 11102.03484155 12441.36514563 -1469.90855206 2785.25418522
Particle 930: 483.98463642 13444.86316484 -4191.42849477 -2699.53007380
Particle 931: 18616.66192498 15963.04322163 3766.22812568 1711.70374344
Particle 932: 18060.64942125 14105.97379848 -4373.80594326 -1315.83202100
Particle 933: 11642.59108300 11394.38425725 3880.53036100 -1291.67997139
Particle 934: 1181.49711665 18462.12031480 -2334.33498760 -4310.89183115
Particle 935: 12719.78076625 7846.23113578 -2946.89824861 1078.12357424
Particle 936: 681.31623245 12024.63579967 1970.80122120 -648.96639759
Particle 937: 8047.63424776 18627.78968953 2892.36358239 -3065.92291219
Particle 938: 9930.54276100 15082.10199905 -675.46248693 -3980.79375878
Particle 939: 16324.41012130 14584.41754076 2850.66137411 -4902.88748350
Particle 940: 9616.73333286 11433.05578898 -3541.35025421 3376.55500576
Particle 941: 16750.91696764 16615.64289819 -3248.08303236 -3067.68830763
Particle 942: 19251.19822598 11430.54558686 3738.11759751 -843.62791434
Particle 943: 13812.74268644 16187.85810089 1989.71649939 4589.68152444
Particle 944: 15235.15558373 9923.79846453 -4945.40638014 -54.81452167
Particle 945: 9536.18240131 2049.09322877 -367.45723873 -3243.15870945
Particle 946: 11905.63866614 4613.80510226 -3415.32766599 1051.10733064
Particle 947: 12493.79087380 8541.53031300 -1220.17530238 -1832.90763793
Particle 948: 9266.14195312 17830.14514669 4632.57097656 4948.37042190
Particle 949: 725.65330624 3530.51995316 643.35497164 1218.91123011
Particle 950: 16606.01324116 4544.92141579 -3591.59203727 -2238.27227141
Particle 951: 13282.04571944 14420.05180561 -2739.73462567 -4404.13170569
Particle 952: 17857.20215860 19163.63621279 -2919.49503150 -653.33527365
Particle 953: 9459.85073226 15758.93316108 687.76640768 -3403.30198900
Particle 954: 5192.13420308 2722.59257346 -2906.57266981 2721.59257346
Particle 955: 18304.15195858 2112.73941862 3821.28423263 4154.53526642
Particle 956: 3125.12269525 9148.28374579 -1983.09649433 -2679.49396813
Particle 957: 7602.17729410 12513.92380297 3510.13961050 3384.81994964
Particle 958: 19780.66421472 7623.43509433 -3369.38929755 3622.65929390
Particle 959: 1473.37443100 10046.62405742 -1674.67936166 4698.10155021
Particle 960: 15332.49008728 13317.06146636 3705.82851927 3329.01536659
Particle 961: 17971.59798501 5300.81983556 4492.64949625 -3464.87040055
Particle 962: 19999.00000000 8510.80464628 4508.30860780 -1308.57212111
Particle 963: 8456.61396007 4060.89986194 1755.58049799 -2624.70302938
Particle 964: 14275.61777438 5532.38960571 2800.62103076 -1096.06048135
Particle 965: 2103.69055068 4218.22378317 3958.10746852 3121.05013749
Particle 966: 5475.73165968 4237.20079132 -1129.61725046 -2012.84086782
Particle 967: 3966.94743672 11669.06186241 1301.38181951 -4438.89017705
Particle 968: 17644.43168035 4067.72230079 -698.48910775 3155.20278563
Particle 969: 8284.36952102 13352.23341596 3680.00972402 1515.20894841
Particle 970: 12975.13822300 13730.50172858 4785.54602614 4606.56053618
Particle 971: 7105.75549819 10932.98650756 4472.90408661 -2678.30146438
Particle 972: 4482.15303284 11878.36673355 3549.13212372 2241.42173389
Particle 973: 685.14167212 15108.60453391 -1855.82319657 -4890.39546609
Particle 974: 7420.69202006 18770.42374439 1054.61741674 -3826.41101598
Particle 975: 11293.47867686 17474.53879126 2774.44613800 3065.48445127
Particle 976: 15151.89157713 5194.94521564 3518.15265632 -2921.87403506
Particle 977: 18002.83967300 17873.42837027 3487.35553020 3626.50444705
Particle 978: 8322.48358333 2819.16645289 -1840.44541092 -1036.94406688
Particle 979: 4273.16185093 1861.69688540 4048.15789055 4036.87521514
Particle 980: 15022.28427043 11126.63694457 3532.69523209 -4165.21426373
Particle 981: 16367.27733193 8063.06366327 2727.71288866 -1771.62181612
Particle 982: 9293.26194764 17170.34119380 -4626.42469384 1010.77848538
Particle 983: 16770.03488349 8019.07019826 571.35246268 -4239.43106290
Particle 984: 2685.10247988 887.27383374 -1579.12998147 -1291.79750726
Particle 985: 16068.32019699 15342.23878217 -3569.49716202 -839.34506200
Particle 986: 1612.42969756 9145.85104699 -2551.59425310 -1586.33108913
Particle 987: 3665.93036196 16056.16742148 -1573.50494775 1711.98317231
Particle 988: 3954.83586211 4072.38535089 -2972.28548321 -3185.32292982
Particle 989: 4991.15793854 15004.98045550 -4521.10359543 -2028.73301252
Particle 990: 8849.07688680 15953.07855483 1925.01631420 2715.78711526
Particle 991: 1.00000000 1736.49571832 -3216.23358884 2761.24889478
Particle 992: 9797.53425309 11216.05023070 -3939.26211348 1435.05547373
Particle 993: 15000.63072810 11498.63974001 -4880.87795047 -2096.31842781
Particle 994: 1.00000000 2102.16145648 -5188.17576442 3071.52193248
Particle 995: 16100.89971548 1366.88044715 -4238.68905098 -776.73187971
Particle 996: 19134.77762206 8489.31690831 -2610.17333693 3089.22184154
Particle 997: 15017.02109219 5316.30920090 -1476.48856017 1233.59480934
Particle 998: 15344.80111396 11860.46646457 3514.94903196 2671.19317522
Particle 999: 12492.77369264 5432.53784416 3001.45653988 3504.54589056
Particle 1000: 5627.86956573 16876.89504535 1804.95533597 -2380.35911928
Particle 1001: 18002.85315331 4020.76813367 2972.92204119 -630.85334990
Particle 1002: 1.00000000 16035.81680245 -3178.97807749 -5098.44472356
Particle 1003: 4450.02367664 3370.19189811 2501.28480236 3369.19189811
Particle 1004: 9708.46220254 5034.02331513 1656.71937414 -1290.03883035
Particle 1005: 11990.90545263 17766.94289671 1367.58365231 2559.39521980
Particle 1006: 2410.21785448 2978.98408376 -947.88417104 -3242.45644612
Particle 1007: 18002.00614936 14955.30646361 -4115.82994456 4142.07490237
Particle 1008: 9115.88594100 14822.51419360 -1586.73550046 -287.84888704
Particle 1009: 7634.27412651 19129.44988873 1694.52625209 1180.63619130
Particle 1010: 5868.83756775 8755.47335344 -2051.27964144 -2225.43236441
Particle 1011: 10117.24372323 1231.94014017 -1372.70546779 1347.89116068
Particle 1012: 6251.90916124 6058.55180479 -1153.07467125 1793.52324291
Particle 1013: 19897.77971084 19057.56531755 983.44966656 -3854.61138322
Particle 1014: 6344.58348519 16135.00869557 -2730.88056231 -2627.72694777
Particle 1015: 14873.47868078 12908.83739251 3717.65038898 927.82802962
Particle 1016: 19877.05652700 12254.69134296 3235.61399622 3634.38718514
Particle 1017: 13511.72072423 14830.59903020 -4852.67497620 -1292.10024245
Particle 1018: 17842.54459872 2512.41307533 2270.56620141 686.51897336
Particle 1019: 18132.89750161 18202.57566639 -1866.10249839 2877.32132337
Particle 1020: 18865.58827683 2427.67723063 1084.32049569 -3050.72581126
Particle 1021: 15394.07643948 17676.60698666 1543.12237020 -1628.89818316
Particle 1022: 18311.10992509 17998.18994069 -4726.49874204 4623.36648604
Particle 1023: 14936.75067126 6813.63232895 4715.01182342 -4813.23242145
Particle 1024: 12956.17524771 3528.45413364 -2205.82556423 1647.76343470
Particle 1025: 18782.87319969 13350.24451594 4351.07404329 1286.22976805
Particle 1026: 1350.71808180 15746.17298866 3564.99500634 4354.55333915
Particle 1027: 19911.60656274 1757.05511766 3263.78102710 3993.27563956
Particle 1028: 11459.59084414 13024.63340482 -2629.30172007 1253.41122816
Particle 1029: 17595.98230832 12854.03506897 2671.89399825 -3553.65357197
Particle 1030: 1571.60047395 12634.83373499 3777.08540387 -3908.88089500
Particle 1031: 3438.72207323 5878.54861774 -4969.80368173 -2136.87002736
Particle 1032: 4659.38123300 3355.93154710 -2793.17171774 -1067.68104752
Particle 1033: 10180.48918906 16187.11012334 -1363.16441938 3622.03900942
Particle 1034: 6627.91318992 14240.91296439 -2353.40193545 -4339.15360544
Particle 1035: 5296.14585290 15458.83233281 -4900.95138237 -1295.40222198
Particle 1036: 3808.20218545 15494.99160649 -716.08294717 2402.52736756
Particle 1037: 4745.28866852 19085.45965826 4413.25476935 2735.40981632
Particle 1038: 2430.51335966 3254.43661788 3276.01800063 -833.93539220
Particle 1039: 5017.32241104 15885.75909612 -3936.20973342 -2184.70338359
Particle 1040: 2866.51098892 15720.55905908 -1378.47200033 -4278.44094092
Particle 1041: 15849.72667452 2642.73471099 -4149.27332548 -1600.90280940
Particle 1042: 1962.65513785 3744.50526130 1817.90436722 3743.50526130
Particle 1043: 2405.95215034 6354.35490992 374.22464961 5508.94454201
Particle 1044: 6933.37581263 7173.00418957 3847.19654466 2988.06545265
Particle 1045: 10033.09234854 19276.63023456 929.55179672 2674.49912886
Particle 1046: 5438.25092783 18368.74200143 2223.99981772 -2336.90114467
Particle 1047: 11812.65379700 19732.49034145 3279.63526378 806.64934884
Particle 1048: 5161.23663576 5202.94113171 1992.45928135 2600.97056586
Particle 1049: 3644.55774869 15303.05373969 -2750.72921458 -51.39674687
Particle 1050: 14102.92129142 640.63784523 3003.56298356 -1620.96041358
Particle 1051: 10396.67615596 13566.77895194 3173.23608912 -32.49330485
Particle 1052: 7855.39438519 954.78637610 4732.50241715 4336.43297862
Particle 1053: 12322.19208574 16034.00244232 -872.18540160 1207.39834675
Particle 1054: 18816.24079287 12269.26864469 4656.40083297 4797.69073057
Particle 1055: 13831.93445074 5874.74895780 -2790.81598724 928.88000353
Particle 1056: 2968.54223191 18236.32253283 -3845.51618031 2391.17956295
Particle 1057: 129.79231629 4830.29820195 -1482.55960526 1095.13110401
Particle 1058: 9589.92236972 13729.65774876 -4509.55665520 -4666.62191152
Particle 1059: 5014.09646013 5595.07909324 2500.54859731 -3725.82548025
Particle 1060: 2478.58697532 976.36726572 4232.50595439 2724.11388960
Particle 1061: 10716.09265411 4963.81319043 925.51720210 4244.15183523
Particle 1062: 12151.61287855 17257.21691439 2086.57716361 1947.41126242
Particle 1063: 12668.78416934 8012.01427185 -4141.91162800 2272.54992269
Particle 1064: 14878.72259619 3440.53301146 -2176.99385473 -1699.17947301
Particle 1065: 4788.28020581 10113.81815752 2415.79218608 -1560.18147771
Particle 1066: 9785.62220730 13415.81920194 -1102.50543036 -3892.47665978
Particle 1067: 11660.07855600 5777.95220331 377.44320761 -1314.97146082
Particle 1068: 17815.90694241 8276.03084946 -2944.81385966 -4859.70679840
Particle 1069: 9668.49388531 16969.51601544 936.97850805 758.26379707
Particle 1070: 3796.34075528 15313.94235589 1265.88682093 -1563.58734460
Particle 1071: 17250.95716640 18295.72702871 1048.06413662 -3847.85698691
Particle 1072: 2239.58156545 12082.66237612 2238.58156545 -2136.60993779
Particle 1073: 10608.42873927 11484.62178389 610.64729854 923.94699695
Particle 1074: 12104.77023319 19924.12657224 -1447.21198630 3200.35225998
Particle 1075: 13882.98567233 1.00000000 -4326.05067640 -3019.54353008
Particle 1076: 3172.66180131 8042.51225736 4071.70598234 1750.26903758
Particle 1077: 1951.10515728 4593.19278269 2388.29878158 4237.53089682
Particle 1078: 6435.11429100 10329.95933080 -2963.12893854 -2840.82260895
Particle 1079: 9573.14487378 19309.77742748 -1094.86112100 1472.20171718
Particle 1080: 5428.52033772 12443.96461615 -1234.48067028 1517.48219689
Particle 1081: 19999.00000000 18909.98086517 2633.50393058 -2659.27756056
Particle 1082: 14055.51558070 19360.20175795 -1779.92614942 3360.03632158
Particle 1083: 13816.48334640 13689.44070579 282.70250903 5313.74289956
Particle 1084: 8642.64574836 13464.51344131 4320.82287418 -377.32369522
Particle 1085: 19715.12713370 6508.70805703 -1175.11917055 1513.26990708
Particle 1086: 7581.54410505 18812.03199951 3395.33962281 1183.09292599
Particle 1087: 4304.37467580 10692.88574309 4303.37467580 3469.63046823
Particle 1088: 19999.00000000 19898.12409251 3823.88766628 -2513.34020007
Particle 1089: 7200.09927687 15875.25807449 1688.78338375 -795.11089791
Particle 1090: 13433.59242643 17970.72910478 -2284.82875693 -3109.54713914
Particle 1091: 16047.40281940 19135.58986773 2800.72824482 -2021.97036656
Particle 1092: 17573.83797397 4492.20700196 4317.81274796 -5069.60094247
Particle 1093: 4722.24585169 1979.55917425 4779.45415286 4565.20657009
Particle 1094: 6039.54743557 1331.15434548 -6125.88668916 665.07717274
Particle 1095: 4944.88421760 4564.36609520 -4264.46715769 -1055.62868944
Particle 1096: 7768.14910172 9207.80763935 -2508.01903997 994.35086994
Particle 1097: 15614.64762898 12931.62222649 3389.00040570 4557.62048812
Particle 1098: 1859.50602707 2690.40203014 -819.19379588 -2240.46842332
Particle 1099: 19687.60096805 11312.44496194 -4635.10747750 -4343.27751903
Particle 1100: 10467.46794841 12987.13591202 2783.80588908 4328.71197067
Particle 1101: 6060.25004991 13552.32371264 -1809.58630986 2845.83404767
Particle 1102: 3247.97437831 4282.88440825 1807.72144600 4281.88440825
Particle 1103: 4540.57371540 12510.45360944 -4553.78430928 3391.64127950
Particle 1104: 6897.39717678 6162.61065838 2718.80101779 -4648.23757877
Particle 1105: 9253.02115234 15913.50215757 3027.22089481 -103.61339091
Particle 1106: 11238.51239680 10360.63493733 -2427.64676919 3588.79384838
Particle 1107: 6986.86185121 9290.15029529 3489.03587432 -3536.60850836
Particle 1108: 17355.54631225 10470.77582746 833.34835030 288.08198676
Particle 1109: 6496.95032617 12175.23445719 -1749.98956699 1974.11788671
Particle 1110: 10510.69683517 14402.25771694 -3662.16904622 660.47683836
Particle 1111: 19999.00000000 18482.21087064 4527.24968033 -4252.43060852
Particle 1112: 11404.27353604 16046.16492327 2420.99763668 1662.27436642
Particle 1113: 4348.75984288 4650.48747937 -3689.34621792 -3149.96125483
Particle 1114: 1427.73954939 10633.47834270 -3794.25112985 3664.47234417
Particle 1115: 4351.09739959 11078.39127770 1679.44761656 2096.40009968
Particle 1116: 12058.89314406 15739.59443492 726.29159642 -3617.13694346
Particle 1117: 13531.90140423 12653.42908762 -4419.83729580 2530.48581752
Particle 1118: 3082.20164999 7694.44198709 -1833.31568150 2674.62361539
Particle 1119: 10389.90974192 16785.72164515 -3696.89366408 -2392.20748493
Particle 1120: 18170.36205725 10796.22751730 -1937.71940885 -1045.98371103
Particle 1121: 10190.95077120 6627.20316487 1663.64444139 2845.33729245
Particle 1122: 9831.16215505 18089.15531755 2671.74732795 -4318.58234876
Particle 1123: 10614.63190626 3863.89200500 -3260.90299969 -1305.03838311
Particle 1124: 19468.80040498 4799.14649606 -2950.59785022 3502.21333410
Particle 1125: 10875.78498494 7995.02781850 -3447.05509703 -866.63197397
Particle 1126: 11313.52697650 2260.21808698 -2655.21991749 -3870.49564032
Particle 1127: 7996.48545676 1195.91822677 -2576.62734897 -3484.48877349
Particle 1128: 19215.79496002 7374.65753466 4754.26239670 -3887.74412994
Particle 1129: 16508.94198936 11094.20885999 2108.09494254 -2656.08541224
Particle 1130: 15538.78465936 2223.07029800 -223.11799660 -3339.70034809
Particle 1131: 932.07519597 649.98366798 -3274.02910102 2294.10929644
Particle 1132: 8147.74789951 10184.86226023 -1367.66856331 1272.98278253
Particle 1133: 16174.42949034 5875.53504460 -3364.75559429 -1268.10128590
Particle 1134: 9334.75533049 12160.95527993 -1171.07623019 -4348.54952001
Particle 1135: 7687.79132079 1321.00414889 4919.13396366 -3308.51609417
Particle 1136: 18360.42745042 10527.45322936 1727.05100874 4548.52639586
Particle 1137: 5314.25281561 6954.04152049 -2755.26929694 3800.22275396
Particle 1138: 6220.77998205 4463.00423362 2150.21174545 -4455.14417919
Particle 1139: 4482.79684266 9937.31121766 3134.29685323 -672.99806422
Particle 1140: 17657.18549683 14803.21452792 -4566.45155366 2660.74525585
Particle 1141: 8253.87039156 15076.33189243 3454.73183033 2676.03959165
Particle 1142: 11523.03822970 12789.89075531 4019.45441405 5175.39367169
Particle 1143: 11979.63719662 8845.17328198 3813.09370819 1780.22336258
Particle 1144: 18185.46107755 13706.86053694 1389.91110563 2838.76437914
Particle 1145: 9872.59876994 486.58263066 5190.44481985 3990.94876347
Particle 1146: 7695.29618840 10691.53916875 4621.53075239 -594.93653627
Particle 1147: 3559.98995434 4560.16613115 2691.11856682 4559.16613115
Particle 1148: 356.39709267 14704.85921044 2601.72816225 4249.11033509
Particle 1149: 1296.33162130 5073.16303750 -919.00164845 -5230.68273153
Particle 1150: 10948.24000501 14377.33107243 2780.17599645 3532.20501564
Particle 1151: 11692.35539646 11697.58519831 -4376.02375422 1927.29612574
Particle 1152: 5229.24418057 10798.77461132 -1160.62658843 4740.63037113
Particle 1153: 1184.58411050 2642.30890156 1207.56755886 -2720.34511073
Particle 1154: 8606.34220562 6135.58828324 4455.02183644 1060.90122113
Particle 1155: 19660.38250100 17480.37903670 -3185.40551838 3779.19972696
Particle 1156: 4383.96064597 6540.26531124 -4385.47211974 -3286.88425535
Particle 1157: 15922.25390085 1577.45999530 -2038.37304958 -2692.76536413
Particle 1158: 10127.67220703 3936.36089299 2908.76926287 1478.68039443
Particle 1159: 15312.98535781 19999.00000000 -2718.84110315 1651.38454056
Particle 1160: 3642.53153583 15578.91812929 728.30630717 -4646.24398814
Particle 1161: 11229.92384164 17708.76872364 4449.65866099 2556.25671794
Particle 1162: 15581.93279272 14003.31530874 1140.98546969 3948.07374666
Particle 1163: 14030.56590575 15984.58914530 -4411.81848499 -1338.13695157
Particle 1164: 14172.31993961 4393.29431099 4836.86013353 4608.83838994
Particle 1165: 19888.41939687 16144.19317078 -2271.16198748 -3719.06696363
Particle 1166: 1805.83537562 19999.00000000 4138.66220442 4127.12681978
Particle 1167: 443.64098420 2017.70807767 -4681.62382262 1391.06911080
Particle 1168: 855.88529260 19999.00000000 1151.21155886 2611.18260881
Particle 1169: 4708.79794768 16740.01054272 -4251.24001923 732.65842778
Particle 1170: 6440.58718637 4525.69540637 3286.45517590 -2341.88169816
Particle 1171: 15903.18941199 3469.64039102 5696.00674172 4701.60941337
Particle 1172: 11959.64149761 18538.38171044 2115.68549020 2980.36628961
Particle 1173: 3936.46529436 15617.78786814 -3634.62483663 4703.36918458
Particle 1174: 9003.23293433 3568.00805176 -3293.83509445 1189.00268392
Particle 1175: 17331.69366305 8719.85419684 -3283.46689701 -2155.87808935
Particle 1176: 7011.78363375 623.76503491 1127.24081760 -1892.13732705
Particle 1177: 1607.19800243 1717.52129988 -2625.62436097 -4745.57561120
Particle 1178: 12663.34444283 16298.81447814 -2549.16710471 -3650.78787189
Particle 1179: 16549.63376022 18377.07206863 694.58984629 -1093.77425208
Particle 1180: 11661.17088635 5456.99468493 -4093.20134552 4274.53972266
Particle 1181: 5613.20347190 17132.65241056 4901.21725788 3525.27066644
Particle 1182: 4536.08634606 5921.04460397 -4263.01149841 -1161.17177337
Particle 1183: 19154.96172270 608.15982109 -4490.89101541 -1251.79409705
Particle 1184: 13479.56698195 13373.03278328 -2830.49626569 -2960.00257432
Particle 1185: 13788.82628858 8653.06478871 4506.42858236 4092.86639839
Particle 1186: 11032.53833987 19202.66727453 5329.96088062 -2073.28223189
Particle 1187: 10161.25100314 17971.01686277 -4319.70425689 -3921.44626499
Particle 1188: 12493.32631754 18929.30272606 -4677.81686432 -3756.63864754
Particle 1189: 8993.43086115 10591.52573033 -4405.51721188 -1095.44298089
Particle 1190: 15042.47975735 19933.60576408 -4033.21944991 4182.24783488
Particle 1191: 18202.86496469 120.22680823 1904.12428516 -4351.76490978
Particle 1192: 6949.48399398 4037.27316361 4148.98706380 -4071.66237454
Particle 1193: 9692.46710813 18561.72098383 -2181.90760206 -5139.90399022
Particle 1194: 11674.42311729 19344.52508920 -1387.42948045 1935.17483272
Particle 1195: 5198.70342080 11762.77788419 2205.48458100 3730.73127612
Particle 1196: 12694.28217205 16341.27996796 2507.83537477 2322.95875148
Particle 1197: 9830.03105104 4004.19826447 1462.58957880 -1208.02090561
Particle 1198: 2703.52496368 19999.00000000 -3090.33282523 5352.77423424
Particle 1199: 18495.92122781 17706.06770014 3065.45518770 1559.16427317
Particle 1200: 18595.08739195 9451.53440823 4002.60185998 -3277.07844903
Particle 1201: 12980.81656402 15618.74369257 -864.25131504 -4380.25630743
Particle 1202: 3680.10969992 15952.91526088 -2369.20104624 3992.97120756
Particle 1203: 2968.04474633 4837.33056224 4512.39658552 -4358.07742813
Particle 1204: 5749.28314512 15876.42001344 -84.37401374 5291.80667115
Particle 1205: 13178.39035853 8721.13009103 -568.43732029 -4622.18665200
Particle 1206: 13451.64465544 13329.38121877 1562.95414383 1836.27383727
Particle 1207: 4333.29877637 19442.10198200 4332.29877637 1953.14846508
Particle 1208: 9995.19403568 15637.18586342 2506.13739103 -3429.03585290
Particle 1209: 12390.05488450 13866.86501757 -5276.70775568 3467.63391549
