Final particle positions and velocities
Particle 518: 12001.66210961 5341.63043208 -2016.09999101 -4784.23319175
Particle Collisions: 114 Wall collisions: 114
Particle 519: 1217.37615449 15369.22843032 -1396.58194572 -4458.63872909
Particle Collisions: 104 Wall collisions: 123
Particle 520: 10856.85505706 3570.40204939 3274.81132284 3569.40204939
Particle Collisions: 85 Wall collisions: 127
Particle 521: 12086.52780675 7587.34913663 -2462.35996398 3346.20512652
Particle Collisions: 93 Wall collisions: 125
Particle 522: 19990.53386422 15736.22938075 1739.44317838 3269.98630985
Particle Collisions: 104 Wall collisions: 128
Particle 523: 9303.89521891 2658.65268855 -768.36146267 -2913.33838518
Particle Collisions: 109 Wall collisions: 129
Particle 524: 12220.57750634 5442.35534583 -810.59368884 -1385.41880548
Particle Collisions: 97 Wall collisions: 142
Particle 525: 16519.34814021 13636.91212036 1070.10811695 4130.55110078
Particle Collisions: 109 Wall collisions: 123
Particle 526: 14159.27096929 1695.58423166 -4460.13773966 -3660.68315367
Particle Collisions: 114 Wall collisions: 137
Particle 527: 8876.29719233 6788.52894869 3443.46485962 3824.30822392
Particle Collisions: 101 Wall collisions: 130
Particle 528: 9645.05487585 1804.77314772 2880.58973635 -2318.59320774
Particle Collisions: 97 Wall collisions: 132
Particle 529: 1434.88872647 6344.87086749 1433.88872647 5715.99353548
Particle Collisions: 94 Wall collisions: 121
Particle 530: 12237.32614932 17337.22176884 2557.69977507 4413.40717199
Particle Collisions: 102 Wall collisions: 134
Particle 531: 14391.90281225 7742.39212480 -3657.87102682 3112.05291668
Particle Collisions: 96 Wall collisions: 128
Particle 532: 4910.48846489 14577.23587719 -942.71657839 -4142.41296678
Particle Collisions: 100 Wall collisions: 129
Particle 533: 5449.87048522 1.00000000 4569.75909639 -4486.63260158
Particle Collisions: 112 Wall collisions: 113
Particle 534: 4509.51521214 1.00000000 5645.96473493 -972.03027062
Particle Collisions: 113 Wall collisions: 113
Particle 535: 23.70306605 15632.91344846 -1083.18966023 115.05316434
Particle Collisions: 108 Wall collisions: 121
Particle 536: 18956.08948968 8757.33339711 -1048.57921901 -1425.73215301
Particle Collisions: 98 Wall collisions: 130
Particle 537: 2361.93772480 1407.66944355 2360.93772480 -4344.20273478
Particle Collisions: 119 Wall collisions: 125
Particle 538: 10922.29833144 17099.12476965 -2889.89708655 -2289.78752304
Particle Collisions: 92 Wall collisions: 138
Particle 539: 9054.77279345 9861.12945359 -1656.17391738 -2791.58526645
Particle Collisions: 103 Wall collisions: 123
Particle 540: 11871.92514624 10779.25051123 4685.67695213 -3899.86098501
Particle Collisions: 100 Wall collisions: 117
Particle 541: 13917.06771754 901.97751143 2419.40332129 -2928.99283255
Particle Collisions: 131 Wall collisions: 119
Particle 542: 1609.94087260 14385.77665817 -4553.38872910 -535.98992567
Particle Collisions: 119 Wall collisions: 129
Particle 543: 5448.58547816 15058.72292816 -2743.19606186 -1625.61264408
Particle Collisions: 103 Wall collisions: 139
Particle 544: 7216.53028215 16645.83304847 -3940.95568432 2080.81179485
Particle Collisions: 103 Wall collisions: 121
Particle 545: 2268.04315938 17449.83173369 -4977.10302683 2492.69024767
Particle Collisions: 107 Wall collisions: 129
Particle 546: 12582.90963428 453.24823760 1693.01756490 4602.41216301
Particle Collisions: 97 Wall collisions: 132
Particle 547: 18400.85931865 19392.15076497 -1598.14068135 1863.40605644
Particle Collisions: 108 Wall collisions: 126
Particle 548: 2850.30640379 7286.34212771 2849.30640379 -4532.98855846
Particle Collisions: 92 Wall collisions: 117
Particle 549: 15549.11439344 12538.45927945 1970.77115835 -3225.39658341
Particle Collisions: 102 Wall collisions: 135
Particle 550: 11216.45985865 18470.33044778 4027.51944098 -3800.50169516
Particle Collisions: 106 Wall collisions: 114
Particle 551: 6833.87261875 782.80261949 3898.72146799 4155.96052390
Particle Collisions: 96 Wall collisions: 138
Particle 552: 17954.71490662 7782.27316886 3923.93251420 2465.04989439
Particle Collisions: 122 Wall collisions: 126
Particle 553: 2497.61314817 1819.63811118 -3500.27737037 2972.22491145
Particle Collisions: 90 Wall collisions: 117
Particle 554: 2248.15071383 18826.34584725 2247.15071383 4456.12146386
Particle Collisions: 101 Wall collisions: 129
Particle 555: 19999.00000000 13618.52750233 2202.35968181 2750.45894822
Particle Collisions: 120 Wall collisions: 126
Particle 556: 10433.13060936 5692.09468335 -1638.25712631 5103.48551021
Particle Collisions: 115 Wall collisions: 123
Particle 557: 15077.24128756 14770.20896836 2511.22822588 -4580.17278399
Particle Collisions: 93 Wall collisions: 126
Particle 558: 14988.00680023 11554.54334521 -2303.29970021 -4214.61120134
Particle Collisions: 105 Wall collisions: 129
Particle 559: 15761.61137610 12124.82697117 -3389.93194604 1675.45528189
Particle Collisions: 103 Wall collisions: 127
Particle 560: 14151.39799538 6006.49738244 4165.10753811 620.93409006
Particle Collisions: 104 Wall collisions: 136
Particle 561: 18366.30690164 5739.90937502 -924.99092712 -2934.64577579
Particle Collisions: 106 Wall collisions: 138
Particle 562: 8501.00347010 18951.64988938 -3079.08845392 -1462.85747454
Particle Collisions: 100 Wall collisions: 124
Particle 563: 686.12089206 793.86172131 -4221.95293307 3473.47469596
Particle Collisions: 101 Wall collisions: 122
Particle 564: 4340.41496790 8584.79580377 4551.46357132 -3689.43352796
Particle Collisions: 104 Wall collisions: 102
Particle 565: 15017.08570466 9615.36690426 -4553.39352197 2401.57953034
Particle Collisions: 91 Wall collisions: 129
Particle 566: 3221.87897805 6840.93545225 7017.49854232 -2028.90456113
Particle Collisions: 106 Wall collisions: 135
Particle 567: 7812.94937077 17716.07454761 -3408.88377610 -2282.92545239
Particle Collisions: 113 Wall collisions: 114
Particle 568: 570.24308057 15493.97287675 3120.40331389 -1523.33166622
Particle Collisions: 100 Wall collisions: 119
Particle 569: 184.15283448 2361.75150021 -585.89914164 3721.83288804
Particle Collisions: 100 Wall collisions: 125
Particle 570: 5632.93717634 5250.36237971 -917.04597980 -1103.52820624
Particle Collisions: 89 Wall collisions: 125
Particle 571: 1512.46894039 7322.38152023 -3341.64875835 -223.38127819
Particle Collisions: 103 Wall collisions: 121
Particle 572: 17177.10165133 5283.78141132 -940.25179730 1035.94162368
Particle Collisions: 105 Wall collisions: 119
Particle 573: 17709.24199636 1.00000000 -3447.45072506 -4527.26249714
Particle Collisions: 104 Wall collisions: 116
Particle 574: 19999.00000000 673.55898153 4355.31484924 3490.00997265
Particle Collisions: 122 Wall collisions: 127
Particle 575: 8407.90270754 18037.47743791 -1493.62328385 2607.45820222
Particle Collisions: 114 Wall collisions: 127
Particle 576: 4963.40108328 336.40413460 4962.40108328 -3712.87016383
Particle Collisions: 109 Wall collisions: 131
Particle 577: 7925.90415211 19803.69114454 1991.13102558 -3140.44966286
Particle Collisions: 101 Wall collisions: 122
Particle 578: 12096.13047994 10848.11941065 4967.84579272 547.75707626
Particle Collisions: 89 Wall collisions: 117
Particle 579: 279.82804656 6991.59671046 3642.77739016 2202.47500831
Particle Collisions: 108 Wall collisions: 133
Particle 580: 12522.42085896 15570.67323390 -1626.69801562 3565.48223872
Particle Collisions: 102 Wall collisions: 126
Particle 581: 19753.14371494 1.00000000 -3929.85881874 -3895.75937429
Particle Collisions: 103 Wall collisions: 124
Particle 582: 16571.84732936 18249.55039437 -1260.64046882 4562.13759859
Particle Collisions: 97 Wall collisions: 132
Particle 583: 10540.37300156 15735.02779674 1340.03706909 2028.66110364
Particle Collisions: 110 Wall collisions: 120
Particle 584: 19822.38250794 14467.45387087 -3364.46505758 2201.75686563
Particle Collisions: 116 Wall collisions: 124
Particle 585: 6526.43974145 969.33544447 -1223.19200525 -3111.35154583
Particle Collisions: 102 Wall collisions: 132
Particle 586: 14314.27749623 13869.37844698 4288.90968703 1732.75668588
Particle Collisions: 108 Wall collisions: 132
Particle 587: 9548.53038142 15250.82100496 4847.83367147 -4748.17899504
Particle Collisions: 96 Wall collisions: 139
Particle 588: 14026.75749356 6810.90415664 3825.15790547 -3171.75906774
Particle Collisions: 107 Wall collisions: 121
Particle 589: 9178.18273303 16629.95525969 1567.48771991 2748.58940179
Particle Collisions: 109 Wall collisions: 122
Particle 590: 10054.77079980 9978.59912345 3261.88196608 3325.86637448
Particle Collisions: 107 Wall collisions: 130
Particle 591: 14443.90392680 9281.95386761 -1984.86922891 -3685.14747092
Particle Collisions: 99 Wall collisions: 117
Particle 592: 7870.93104242 11866.60769127 3901.82895628 1879.58477088
Particle Collisions: 97 Wall collisions: 114
Particle 593: 19976.12334456 1.00000000 -1109.18637001 -2756.56144953
Particle Collisions: 105 Wall collisions: 132
Particle 594: 19678.23937698 19622.42875559 -3100.79979661 1195.61260813
Particle Collisions: 103 Wall collisions: 122
Particle 595: 1700.49596965 14698.61305358 -4422.14694522 2741.34190334
Particle Collisions: 89 Wall collisions: 113
Particle 596: 11450.64057921 10070.07475781 -2360.09203564 3803.07239937
Particle Collisions: 104 Wall collisions: 119
Particle 597: 8298.31412591 9448.11293334 3107.14235437 4516.79630711
Particle Collisions: 95 Wall collisions: 114
Particle 598: 561.46741082 1136.45829920 -734.17918092 -3092.39709390
Particle Collisions: 127 Wall collisions: 129
Particle 599: 1148.81898258 7788.58832098 -1540.41248143 1802.35322688
Particle Collisions: 119 Wall collisions: 114
Particle 600: 19999.00000000 3385.03173788 3014.71422258 715.66642404
Particle Collisions: 105 Wall collisions: 119
Particle 601: 11125.72662475 7046.27080233 1073.98770742 -4653.38518925
Particle Collisions: 93 Wall collisions: 120
Particle 602: 12103.04199867 12867.21451300 2628.41086071 -1453.12950996
Particle Collisions: 130 Wall collisions: 122
Particle 603: 327.50703946 6595.92256406 -1535.63003885 1431.65996349
Particle Collisions: 100 Wall collisions: 129
Particle 604: 10506.12023466 17177.02357420 -3164.29325511 -4914.77912517
Particle Collisions: 106 Wall collisions: 129
Particle 605: 785.47480610 2823.80730371 1868.82099254 -2914.69396194
Particle Collisions: 109 Wall collisions: 140
Particle 606: 599.16076659 15269.92609280 -1898.62599888 -4729.07390720
Particle Collisions: 91 Wall collisions: 131
Particle 607: 15248.30531372 10692.86102865 -4768.80330648 -2718.32631228
Particle Collisions: 90 Wall collisions: 128
Particle 608: 15306.55156408 19972.48520901 -4392.81199190 -4717.85286219
Particle Collisions: 104 Wall collisions: 114
Particle 609: 19121.27951743 16781.32954121 -3694.06201802 -1484.09756670
Particle Collisions: 132 Wall collisions: 104
Particle 610: 1.00000000 19473.75511166 -4124.34929578 -3896.70546356
Particle Collisions: 92 Wall collisions: 143
Particle 611: 6079.78492183 14846.51683921 -951.36112850 1442.99306363
Particle Collisions: 104 Wall collisions: 138
Particle 612: 17755.93211133 3840.02176120 -4448.21357773 2608.89489560
Particle Collisions: 114 Wall collisions: 124
Particle 613: 15153.61309803 2723.77629693 -3645.03640486 -3741.76629866
Particle Collisions: 94 Wall collisions: 130
Particle 614: 18586.25237857 16562.84050812 3933.46845811 -1983.79328415
Particle Collisions: 112 Wall collisions: 124
Particle 615: 11641.67998083 15078.49861280 993.67004868 -4250.22626923
Particle Collisions: 95 Wall collisions: 123
Particle 616: 17426.75525162 16886.32708580 981.55210388 2572.61232875
Particle Collisions: 89 Wall collisions: 140
Particle 617: 19685.51605185 8103.46917038 -3137.11678840 3094.26309777
Particle Collisions: 99 Wall collisions: 138
Particle 618: 19123.13000950 12664.75500031 668.87760618 -3777.65433809
Particle Collisions: 102 Wall collisions: 120
Particle 619: 10369.69742040 3077.60711160 -3088.08547436 3076.60711160
Particle Collisions: 94 Wall collisions: 118
Particle 620: 9808.30505205 2383.72503286 -2335.11776611 1328.03413982
Particle Collisions: 86 Wall collisions: 133
Particle 621: 17207.27801743 19412.60218208 -2569.40181853 -724.53992807
Particle Collisions: 89 Wall collisions: 134
Particle 622: 2811.76508693 10452.68517062 -4366.13476875 1722.45222482
Particle Collisions: 104 Wall collisions: 127
Particle 623: 19928.41738873 12720.70404081 1825.85753566 4729.23500483
Particle Collisions: 97 Wall collisions: 134
Particle 624: 14530.55372094 811.26832708 -4648.51382292 -4378.79998974
Particle Collisions: 104 Wall collisions: 136
Particle 625: 6888.27291979 13253.22686488 1478.07141031 3613.63199280
Particle Collisions: 126 Wall collisions: 116
Particle 626: 8701.46348687 1013.56023002 2172.17402826 -2951.13446130
Particle Collisions: 113 Wall collisions: 127
Particle 627: 1378.51596605 15723.75030712 1377.51596605 1977.84152680
Particle Collisions: 100 Wall collisions: 135
Particle 628: 6771.73863196 10077.43297555 3443.11335226 -1029.33636527
Particle Collisions: 103 Wall collisions: 129
Particle 629: 10563.02554393 6366.52931558 -1298.98126836 -158.05036139
Particle Collisions: 128 Wall collisions: 124
Particle 630: 7651.60913828 18866.56786053 2974.85469305 3666.03064053
Particle Collisions: 118 Wall collisions: 124
Particle 631: 10822.92892653 7286.57044933 2339.94902192 3642.78522466
Particle Collisions: 88 Wall collisions: 130
Particle 632: 19341.88041855 12471.46331040 -3410.45312632 4156.82110347
Particle Collisions: 99 Wall collisions: 117
Particle 633: 18033.05968048 6472.30264053 -3169.17951908 3308.66283007
Particle Collisions: 110 Wall collisions: 121
Particle 634: 12712.45321726 12957.72140287 -163.35178035 -1161.61224525
Particle Collisions: 93 Wall collisions: 117
Particle 635: 8769.68170406 17008.17458054 3838.44047422 1092.63948190
Particle Collisions: 85 Wall collisions: 137
Particle 636: 2079.98084898 4676.53166789 2078.98084898 3493.48694345
Particle Collisions: 117 Wall collisions: 131
Particle 637: 18074.51270872 12804.99918961 3769.16364162 1389.17034792
Particle Collisions: 123 Wall collisions: 114
Particle 638: 310.25819863 15949.36663806 309.25819863 -3862.63993365
Particle Collisions: 104 Wall collisions: 122
Particle 639: 3524.81608469 7812.09706732 -350.86840717 4562.84938594
Particle Collisions: 101 Wall collisions: 120
Particle 640: 990.44454182 17257.71919643 897.93702376 608.54912317
Particle Collisions: 95 Wall collisions: 131
Particle 641: 14228.38328549 8994.98159059 1090.91754822 -1703.61719684
Particle Collisions: 92 Wall collisions: 136
Particle 642: 7063.94215277 2468.35884572 -3340.50055342 1401.18980740
Particle Collisions: 91 Wall collisions: 124
Particle 643: 8413.95382399 4874.83857703 -2896.26154400 -2114.96739506
Particle Collisions: 89 Wall collisions: 134
Particle 644: 4750.93712051 2472.08191962 4749.93712051 1823.58524340
Particle Collisions: 98 Wall collisions: 142
Particle 645: 9557.62387636 7808.20811516 869.60287715 -4509.60815112
Particle Collisions: 101 Wall collisions: 121
Particle 646: 5255.24802439 10622.62795878 2757.05632732 -1529.01879076
Particle Collisions: 95 Wall collisions: 127
Particle 647: 17559.79695515 12320.22582441 1249.37562114 -673.01525427
Particle Collisions: 102 Wall collisions: 127
Particle 648: 2573.09564698 3482.15119748 -3289.71257534 -315.27359851
Particle Collisions: 102 Wall collisions: 136
Particle 649: 4135.33492965 19507.29254741 -771.99162367 779.77700563
Particle Collisions: 100 Wall collisions: 133
Particle 650: 4624.74433883 10709.03958730 -1258.29478466 2136.38868482
Particle Collisions: 100 Wall collisions: 126
Particle 651: 14040.08567709 17323.44020230 -3516.38434573 4330.61005057
Particle Collisions: 107 Wall collisions: 117
Particle 652: 17592.74857936 13293.27371289 -2264.78493480 -1982.81253382
Particle Collisions: 116 Wall collisions: 118
Particle 653: 8095.00041243 2819.87937064 -4637.31815806 -3435.82412587
Particle Collisions: 100 Wall collisions: 132
Particle 654: 18824.42707094 17010.89324898 -3900.76980083 3402.58560092
Particle Collisions: 93 Wall collisions: 114
Particle 655: 2068.36707793 13429.72191242 1112.51265592 963.68165474
Particle Collisions: 98 Wall collisions: 124
Particle 656: 5830.84039107 7119.39897236 4011.69880598 -5715.64716094
Particle Collisions: 87 Wall collisions: 126
Particle 657: 18764.60868967 3039.96938295 -1492.55302854 -4648.93245852
Particle Collisions: 99 Wall collisions: 126
Particle 658: 19499.56773147 19999.00000000 -2840.15648898 3008.32391514
Particle Collisions: 93 Wall collisions: 134
Particle 659: 14664.68959666 10470.99863709 -5015.27809113 741.40211053
Particle Collisions: 117 Wall collisions: 121
Particle 660: 10548.34721528 19462.35150522 -4021.11905615 2172.30772597
Particle Collisions: 97 Wall collisions: 133
Particle 661: 9414.35021342 5343.19247944 1630.40044014 -1615.70045607
Particle Collisions: 124 Wall collisions: 123
Particle 662: 8008.35808063 14149.71851153 -726.63486374 2116.40167103
Particle Collisions: 105 Wall collisions: 128
Particle 663: 12659.41617830 9254.13891577 1644.11836170 618.57748730
Particle Collisions: 90 Wall collisions: 108
Particle 664: 4792.75340790 18897.92911394 4536.34872060 -1101.07088606
Particle Collisions: 94 Wall collisions: 133
Particle 665: 5766.45294693 1277.93069081 -3860.76299306 1441.64663192
Particle Collisions: 117 Wall collisions: 125
Particle 666: 2860.50618213 394.12283474 -5034.15981500 1666.17570737
Particle Collisions: 108 Wall collisions: 122
Particle 667: 13835.52739401 11666.55388015 -1540.86815150 4186.42423879
Particle Collisions: 100 Wall collisions: 123
Particle 668: 16053.19878857 12562.58478149 1169.39991759 356.80917400
Particle Collisions: 112 Wall collisions: 120
Particle 669: 13481.32222291 3400.06196165 3873.03123563 1031.45861109
Particle Collisions: 104 Wall collisions: 126
Particle 670: 6547.40258794 17850.88706218 3808.98629279 -2278.41943704
Particle Collisions: 98 Wall collisions: 132
Particle 671: 12107.37266465 3179.34178442 -954.44754988 -3316.43014468
Particle Collisions: 101 Wall collisions: 112
Particle 672: 18833.28400740 17175.30897537 977.50243913 -3391.14725758
Particle Collisions: 109 Wall collisions: 125
Particle 673: 3322.87191720 8650.21465665 3682.02728634 4290.14895325
Particle Collisions: 127 Wall collisions: 122
Particle 674: 4204.82430109 5727.48617418 3554.52206462 -2855.79281882
Particle Collisions: 116 Wall collisions: 132
Particle 675: 5269.27846269 19569.10241163 3476.62400950 3131.90694972
Particle Collisions: 105 Wall collisions: 118
Particle 676: 19486.79946730 7538.04728805 4663.44953785 -3115.23817799
Particle Collisions: 106 Wall collisions: 128
Particle 677: 14849.09775602 13526.13434750 1627.02559268 -2149.75991067
Particle Collisions: 99 Wall collisions: 122
Particle 678: 9872.89107244 10268.44502408 -4655.27500661 1020.35888091
Particle Collisions: 107 Wall collisions: 119
Particle 679: 12588.56130798 9807.49446521 3720.27556662 -3397.16851160
Particle Collisions: 91 Wall collisions: 128
Particle 680: 3370.02605087 7412.16860703 -2211.66543950 4593.81212623
Particle Collisions: 94 Wall collisions: 121
Particle 681: 6744.93931201 17536.51014266 -4656.28725106 829.90712301
Particle Collisions: 118 Wall collisions: 117
Particle 682: 2053.03855330 15276.99717566 -1551.88052302 -3935.28121431
Particle Collisions: 109 Wall collisions: 125
Particle 683: 4876.02573330 3358.24810202 706.93633609 -2140.50819190
Particle Collisions: 92 Wall collisions: 126
Particle 684: 5951.44579418 3864.36493689 -2008.93796443 1397.66145435
Particle Collisions: 104 Wall collisions: 122
Particle 685: 16850.32006729 1582.36135701 2609.03500814 -2182.13283152
Particle Collisions: 110 Wall collisions: 120
Particle 686: 11609.99252985 10220.19474488 -4194.50373507 -4126.75593253
Particle Collisions: 93 Wall collisions: 109
Particle 687: 17890.46656701 1546.11776897 4289.60901352 -2888.94137781
Particle Collisions: 99 Wall collisions: 138
Particle 688: 10621.31092494 14822.12741412 -2898.25840351 2361.64216492
Particle Collisions: 113 Wall collisions: 128
Particle 689: 13946.46829122 14318.66664020 -2368.23015534 -4763.33255287
Particle Collisions: 104 Wall collisions: 119
Particle 690: 17933.54729666 2733.72995818 -2065.45270334 -3704.23983005
Particle Collisions: 95 Wall collisions: 127
Particle 691: 15484.16611812 7765.89932696 3327.09747429 4209.32687562
Particle Collisions: 118 Wall collisions: 119
Particle 692: 13307.96293170 2095.28184390 3326.74073293 1717.64869515
Particle Collisions: 117 Wall collisions: 119
Particle 693: 10179.11296249 10432.93337149 3291.10409185 3477.31112383
Particle Collisions: 116 Wall collisions: 133
Particle 694: 19788.10563599 8175.53089027 1862.35748398 -2093.91632868
Particle Collisions: 85 Wall collisions: 125
Particle 695: 16804.75883895 14268.50813500 -2351.35226672 -1384.73530281
Particle Collisions: 116 Wall collisions: 118
Particle 696: 3386.81965838 7056.35012638 3385.81965838 -964.24702506
Particle Collisions: 124 Wall collisions: 104
Particle 697: 11293.79640952 2919.02404628 -1450.86726508 -1313.18939239
Particle Collisions: 99 Wall collisions: 119
Particle 698: 7918.04579837 12741.75409900 -4098.47482449 -4507.97500703
Particle Collisions: 94 Wall collisions: 128
Particle 699: 15736.82154761 12288.63921788 3248.52923160 -1430.37159444
Particle Collisions: 87 Wall collisions: 121
Particle 700: 17975.01753133 16845.36305907 -1891.29175729 4154.42833754
Particle Collisions: 113 Wall collisions: 124
Particle 701: 17036.17934348 1101.01466535 1570.66353580 -959.72615618
Particle Collisions: 99 Wall collisions: 105
Particle 702: 9645.82837236 1488.40160663 -3841.28382739 2231.56382491
Particle Collisions: 92 Wall collisions: 128
Particle 703: 1321.92769277 4588.64086559 1430.26313425 3679.75043671
Particle Collisions: 122 Wall collisions: 131
Particle 704: 19511.77039738 7949.72584155 4426.99105331 1343.60343986
Particle Collisions: 121 Wall collisions: 119
Particle 705: 5095.00994149 2720.94339244 -1019.66192905 1800.36489293
Particle Collisions: 90 Wall collisions: 127
Particle 706: 12610.55923460 18188.47016538 -4736.90261155 4468.13153424
Particle Collisions: 99 Wall collisions: 129
Particle 707: 10532.55149992 473.04997745 -4910.74141668 -1240.13623835
Particle Collisions: 98 Wall collisions: 118
Particle 708: 1461.40771468 3504.32618002 2211.10289187 -769.29220422
Particle Collisions: 91 Wall collisions: 139
Particle 709: 10611.72808548 13052.51377443 4804.23581240 -3473.24311279
Particle Collisions: 85 Wall collisions: 137
Particle 710: 9445.40982184 12881.20232014 3379.84594313 -1265.30296107
Particle Collisions: 86 Wall collisions: 128
Particle 711: 4248.83796435 7551.09298513 -1827.58351627 7550.09298513
Particle Collisions: 108 Wall collisions: 133
Particle 712: 16051.66656723 19999.00000000 -3135.47487210 4045.55706296
Particle Collisions: 110 Wall collisions: 110
Particle 713: 10512.35514075 3024.07178462 4380.44424009 -4616.12557221
Particle Collisions: 93 Wall collisions: 119
Particle 714: 4749.03653556 19143.93277697 4748.03653556 -718.51891851
Particle Collisions: 95 Wall collisions: 133
Particle 715: 10234.63193205 14994.52982343 -1711.89004565 1026.82864450
Particle Collisions: 114 Wall collisions: 110
Particle 716: 14858.10950375 3011.96793738 2844.62815700 3010.96793738
Particle Collisions: 102 Wall collisions: 112
Particle 717: 2341.19490756 6914.73364604 -1500.58581281 2581.07652819
Particle Collisions: 102 Wall collisions: 117
Particle 718: 18437.95957681 5464.24371917 -3395.96995957 -1065.95803545
Particle Collisions: 110 Wall collisions: 133
Particle 719: 3172.18549426 16692.22879266 3261.48931810 -841.24877412
Particle Collisions: 112 Wall collisions: 120
Particle 720: 3475.90652772 10917.67111458 1878.67958618 -3465.85312539
Particle Collisions: 104 Wall collisions: 126
Particle 721: 1990.19883882 12810.24731392 -814.15432666 -3207.89279793
Particle Collisions: 113 Wall collisions: 116
Particle 722: 8887.43506048 14552.11338924 -4243.13718767 1573.00598535
Particle Collisions: 111 Wall collisions: 119
Particle 723: 10676.70089759 9233.81572038 -3281.86406848 4147.65857532
Particle Collisions: 113 Wall collisions: 114
Particle 724: 8282.04827671 7656.52119637 -4111.77943288 3827.76059819
Particle Collisions: 101 Wall collisions: 142
Particle 725: 4590.10579374 12057.60136938 856.90008999 -4505.48829269
Particle Collisions: 92 Wall collisions: 101
Particle 726: 11692.28484182 7449.07699885 -2717.84928889 -555.69409735
Particle Collisions: 94 Wall collisions: 122
Particle 727: 7675.20726578 13015.55291961 1650.61069512 -821.32226729
Particle Collisions: 93 Wall collisions: 125
Particle 728: 17795.58832947 662.16573136 -2203.41167053 -2101.65270883
Particle Collisions: 91 Wall collisions: 118
Particle 729: 17386.05153044 15882.96655246 4617.47448382 -3599.11741815
Particle Collisions: 91 Wall collisions: 146
Particle 730: 217.62072279 11839.99444637 1564.67442078 -4874.68074406
Particle Collisions: 118 Wall collisions: 120
Particle 731: 374.51942772 18644.85017941 1293.70942674 3489.85400683
Particle Collisions: 106 Wall collisions: 119
Particle 732: 16893.28926528 19193.64393452 -5111.58129307 1880.20536539
Particle Collisions: 84 Wall collisions: 127
Particle 733: 10452.15590639 527.63863193 1219.12420496 1869.48434737
Particle Collisions: 104 Wall collisions: 121
Particle 734: 4152.49727132 522.29688774 -1981.89803215 2498.71142111
Particle Collisions: 111 Wall collisions: 130
Particle 735: 258.74677861 12438.70362463 4229.53477433 4500.92122560
Particle Collisions: 116 Wall collisions: 122
Particle 736: 9564.69795634 16599.06411770 -4898.24905196 2448.77540072
Particle Collisions: 83 Wall collisions: 115
Particle 737: 789.96848508 9448.31521308 -477.75344778 -3594.23649804
Particle Collisions: 90 Wall collisions: 119
Particle 738: 523.43676987 3827.56250194 -3606.28678893 -4865.32188761
Particle Collisions: 101 Wall collisions: 115
Particle 739: 5983.69329338 19295.55480264 406.22277331 -3098.94561296
Particle Collisions: 106 Wall collisions: 127
Particle 740: 12298.53155416 6920.01681672 2828.03581569 2688.71130255
Particle Collisions: 83 Wall collisions: 139
Particle 741: 1006.08983481 7228.13834958 -2844.12124975 -2248.12850547
Particle Collisions: 89 Wall collisions: 126
Particle 742: 11826.55093640 17495.36681657 3941.85031213 -5120.21118797
Particle Collisions: 104 Wall collisions: 130
Particle 743: 5943.01872841 7622.34848589 -2051.90505957 -3516.94756521
Particle Collisions: 115 Wall collisions: 134
Particle 744: 17246.03069401 13211.86782997 1230.87356214 2032.58183578
Particle Collisions: 101 Wall collisions: 130
Particle 745: 14545.40650160 10303.66424284 3239.82445313 -1516.69803507
Particle Collisions: 100 Wall collisions: 125
Particle 746: 5878.09030979 12390.85860649 4312.51505163 647.25275202
Particle Collisions: 95 Wall collisions: 118
Particle 747: 9750.81192022 14260.72374232 4487.73287413 3470.37738967
Particle Collisions: 104 Wall collisions: 128
Particle 748: 11868.40250781 11761.21196936 1290.87878366 -2663.39575804
Particle Collisions: 102 Wall collisions: 115
Particle 749: 18889.86394834 7353.42211659 -2653.35557400 1432.31784060
Particle Collisions: 93 Wall collisions: 124
Particle 750: 15875.14984944 2052.99077523 1023.85238006 1993.60277525
Particle Collisions: 119 Wall collisions: 120
Particle 751: 19006.41744639 11673.31787430 5882.04771219 -88.13057914
Particle Collisions: 106 Wall collisions: 114
Particle 752: 11387.94483797 16113.73263765 -4050.58793017 4419.60242652
Particle Collisions: 101 Wall collisions: 122
Particle 753: 7138.01626565 3881.61227775 3372.85455189 3907.18629862
Particle Collisions: 92 Wall collisions: 127
Particle 754: 11415.83663842 14497.48553995 818.00438984 -1328.03354944
Particle Collisions: 98 Wall collisions: 118
Particle 755: 473.50309975 16969.60542449 -5588.11918771 -583.19576412
Particle Collisions: 113 Wall collisions: 111
Particle 756: 18469.03393391 19406.68586918 470.23571748 -5324.48881401
Particle Collisions: 89 Wall collisions: 108
Particle 757: 8302.67156958 3842.27741918 1049.64802381 -933.00200563
Particle Collisions: 99 Wall collisions: 123
Particle 758: 19875.72892194 1062.03074022 4604.35252938 3922.92601732
Particle Collisions: 119 Wall collisions: 132
Particle 759: 4039.67188441 19999.00000000 -1323.86039703 4747.02985427
Particle Collisions: 95 Wall collisions: 115
Particle 760: 8803.97334405 16627.90807473 -1207.13623538 2581.28115489
Particle Collisions: 104 Wall collisions: 136
Particle 761: 18004.10745703 621.83640591 -1994.89254297 -3068.21300491
Particle Collisions: 92 Wall collisions: 132
Particle 762: 13565.63160681 11088.59930860 930.05717116 -891.04006914
Particle Collisions: 96 Wall collisions: 132
Particle 763: 1658.14034997 489.92328485 -2883.65390481 -922.45733660
Particle Collisions: 123 Wall collisions: 125
Particle 764: 4665.71512459 6008.13135571 4944.69085602 -1319.63475330
Particle Collisions: 122 Wall collisions: 114
