Final particle positions and velocities
Particle 1461: 19761.86913274 9980.53303459 -2534.69221439 -4482.66874064
Particle Collisions: 83 Wall collisions: 124
Particle 1462: 12805.15657212 3089.70679608 3248.87012024 3088.70679608
Particle Collisions: 112 Wall collisions: 117
Particle 1463: 16279.95573141 7371.71509127 -5036.74219849 -1100.58939207
Particle Collisions: 85 Wall collisions: 126
Particle 1464: 4778.24555029 2726.13280024 -5062.16775893 1818.25970022
Particle Collisions: 110 Wall collisions: 113
Particle 1465: 13856.38542306 19340.27267749 -4396.07846681 3783.75256043
Particle Collisions: 87 Wall collisions: 110
Particle 1466: 18675.35204212 19109.60621798 3614.55576105 -2115.33420119
Particle Collisions: 95 Wall collisions: 132
Particle 1467: 13224.79303269 3971.24966320 1771.27438307 -1119.57091753
Particle Collisions: 93 Wall collisions: 116
Particle 1468: 12798.55127313 19920.90629075 -582.01959175 4801.36970116
Particle Collisions: 103 Wall collisions: 99
Particle 1469: 19023.94982828 15873.59623583 3937.78123568 -1666.25694047
Particle Collisions: 98 Wall collisions: 108
Particle 1470: 46.72211567 7730.38592524 -4287.52858554 2549.62161680
Particle Collisions: 88 Wall collisions: 125
Particle 1471: 16650.62479244 10825.54500913 -804.57542968 1436.98234914
Particle Collisions: 94 Wall collisions: 107
Particle 1472: 18715.67560172 5114.31401200 5424.14314902 -1725.58663174
Particle Collisions: 97 Wall collisions: 110
Particle 1473: 4067.31812846 6952.34910209 4083.67337296 1372.24634442
Particle Collisions: 105 Wall collisions: 120
Particle 1474: 18272.23611236 3482.11580503 -2383.38221889 -2748.09028001
Particle Collisions: 90 Wall collisions: 123
Particle 1475: 3780.94527875 11582.72094308 -6266.50402517 -2968.98794816
Particle Collisions: 100 Wall collisions: 127
Particle 1476: 11384.19468607 9853.41219978 -2377.05989674 -812.18447370
Particle Collisions: 97 Wall collisions: 117
Particle 1477: 342.43168981 9061.34511681 1536.35974102 4324.37397252
Particle Collisions: 96 Wall collisions: 112
Particle 1478: 18814.11277173 9286.95247807 727.18607483 3429.04883787
Particle Collisions: 98 Wall collisions: 113
Particle 1479: 8069.54881315 12849.23376129 -4131.85262850 4096.90564684
Particle Collisions: 94 Wall collisions: 123
Particle 1480: 804.99923801 843.56442408 -3166.20393789 -2140.66275920
Particle Collisions: 95 Wall collisions: 124
Particle 1481: 19483.80020413 14206.68411166 3247.13336736 -2220.97217694
Particle Collisions: 95 Wall collisions: 111
Particle 1482: 3744.16051320 8027.25069913 1359.69065186 831.16238465
Particle Collisions: 99 Wall collisions: 128
Particle 1483: 15299.07818241 12563.22002472 826.36413492 3123.94611341
Particle Collisions: 95 Wall collisions: 118
Particle 1484: 1600.57847464 15128.42204911 -955.17328180 -3345.53766530
Particle Collisions: 90 Wall collisions: 123
Particle 1485: 16804.69996054 1271.76826382 -2865.41862807 -4270.27484092
Particle Collisions: 81 Wall collisions: 127
Particle 1486: 18552.70830524 4660.08092847 2548.14946330 -3777.27372021
Particle Collisions: 75 Wall collisions: 123
Particle 1487: 13866.26887252 5634.14345934 4657.74253238 3093.44573244
Particle Collisions: 104 Wall collisions: 107
Particle 1488: 3752.67377474 2887.09426262 2638.85264164 4389.37056907
Particle Collisions: 95 Wall collisions: 124
Particle 1489: 3319.83470324 16667.50212817 901.40556887 -4733.62162697
Particle Collisions: 108 Wall collisions: 110
Particle 1490: 4180.52861307 4179.65422769 4366.07703234 -1307.03341296
Particle Collisions: 109 Wall collisions: 122
Particle 1491: 9921.78245868 5309.87640991 4960.39122934 -3012.36389009
Particle Collisions: 81 Wall collisions: 124
Particle 1492: 11259.18355537 19517.76341526 4165.03351225 1555.94102706
Particle Collisions: 93 Wall collisions: 95
Particle 1493: 2279.59731840 18583.27743980 2258.91923649 -2893.04344619
Particle Collisions: 100 Wall collisions: 120
Particle 1494: 13368.80989081 8619.61647883 -3804.02715846 -4236.74449530
Particle Collisions: 89 Wall collisions: 118
Particle 1495: 1049.45982650 17812.63368158 -2844.38253821 1832.08951255
Particle Collisions: 109 Wall collisions: 115
Particle 1496: 1236.79108623 13020.60322915 3641.65664825 5010.68470059
Particle Collisions: 86 Wall collisions: 117
Particle 1497: 19054.99317193 6116.66694404 -2286.26908628 3650.25256265
Particle Collisions: 83 Wall collisions: 118
Particle 1498: 5233.43924032 58.63362931 -988.91546766 2783.95749724
Particle Collisions: 87 Wall collisions: 117
Particle 1499: 8946.98051628 14934.93899906 4134.26272223 -2532.03050047
Particle Collisions: 76 Wall collisions: 136
Particle 1500: 7038.89748055 2839.93967355 -4619.60887560 4048.27834941
Particle Collisions: 90 Wall collisions: 112
Particle 1501: 11642.22393051 14819.91778636 -4614.23225644 -687.36163476
Particle Collisions: 95 Wall collisions: 131
Particle 1502: 11908.16879212 1020.68646565 -4452.73845791 -1417.16592365
Particle Collisions: 97 Wall collisions: 112
Particle 1503: 7457.23848489 5937.45857557 3525.97479338 2968.22928779
Particle Collisions: 96 Wall collisions: 119
Particle 1504: 1365.38032646 8950.33875085 -3732.78407961 1315.06028598
Particle Collisions: 97 Wall collisions: 133
Particle 1505: 1372.36712672 13366.96846857 1407.70515386 -1947.77484163
Particle Collisions: 105 Wall collisions: 114
Particle 1506: 16740.87168167 14479.18905567 -2744.88600668 3921.13162757
Particle Collisions: 107 Wall collisions: 124
Particle 1507: 2241.68921771 6619.04005733 4701.03349719 2699.34816689
Particle Collisions: 94 Wall collisions: 109
Particle 1508: 14239.37236542 7361.58508945 -4072.33713725 -3124.09226705
Particle Collisions: 101 Wall collisions: 119
Particle 1509: 4872.51219098 4113.28679789 -4781.05987002 2782.66697242
Particle Collisions: 101 Wall collisions: 113
Particle 1510: 13008.62253869 16866.50652436 -2148.08398627 -4625.13179715
Particle Collisions: 91 Wall collisions: 123
Particle 1511: 13800.27342942 18131.40855140 1443.96302261 -3809.89550885
Particle Collisions: 96 Wall collisions: 104
Particle 1512: 14775.36609163 11712.84448463 4924.78869721 -4147.26122195
Particle Collisions: 98 Wall collisions: 118
Particle 1513: 5087.01271680 19122.77972547 -3250.04768449 -1326.40973490
Particle Collisions: 94 Wall collisions: 115
Particle 1514: 3191.25724564 11102.74818488 2005.25140866 3619.88301478
Particle Collisions: 99 Wall collisions: 112
Particle 1515: 19095.76880174 8186.67339028 3087.23232317 -3822.47466198
Particle Collisions: 85 Wall collisions: 116
Particle 1516: 15268.33551314 2325.21089744 -2946.77026874 -3494.19689813
Particle Collisions: 74 Wall collisions: 135
Particle 1517: 6064.63896869 14592.99839155 1564.18074364 3273.53675639
Particle Collisions: 88 Wall collisions: 125
Particle 1518: 13026.03025940 6242.82557154 -4344.40734275 -707.19407573
Particle Collisions: 107 Wall collisions: 121
Particle 1519: 5547.47364077 2954.94099898 -4401.94629752 2794.19675718
Particle Collisions: 82 Wall collisions: 134
Particle 1520: 11780.75865859 4563.94450322 3108.97724064 -2580.64874341
Particle Collisions: 106 Wall collisions: 123
Particle 1521: 789.19934355 8448.63120674 1625.86966623 1316.38885982
Particle Collisions: 93 Wall collisions: 124
Particle 1522: 18329.33674668 5635.99316508 -4695.04460200 -1227.99795347
Particle Collisions: 88 Wall collisions: 128
Particle 1523: 12566.56498200 337.52937634 -935.06954845 3341.15400706
Particle Collisions: 102 Wall collisions: 121
Particle 1524: 7407.68288973 2425.28862885 1639.48918868 -1573.88272203
Particle Collisions: 99 Wall collisions: 127
Particle 1525: 17862.83050547 16001.18657093 2794.30998972 -3997.81342907
Particle Collisions: 107 Wall collisions: 133
Particle 1526: 7063.52087466 7418.26257943 2395.13584630 -3334.19121883
Particle Collisions: 83 Wall collisions: 136
Particle 1527: 297.40326910 5346.33455701 2388.59660670 -3039.07399264
Particle Collisions: 119 Wall collisions: 118
Particle 1528: 238.22062976 17262.07284055 -5028.59498191 4227.54127038
Particle Collisions: 101 Wall collisions: 119
Particle 1529: 7561.44139836 7079.35687235 2306.67718518 -4270.99172781
Particle Collisions: 90 Wall collisions: 110
Particle 1530: 3783.49516259 7248.33194746 4506.63510607 -3908.30566780
Particle Collisions: 92 Wall collisions: 131
Particle 1531: 13548.83219203 14569.06445201 2575.74653805 1120.62034246
Particle Collisions: 90 Wall collisions: 114
Particle 1532: 12837.85895816 13025.71752666 -3956.14189143 -1991.65353776
Particle Collisions: 93 Wall collisions: 126
Particle 1533: 3960.69878557 1.00000000 -3886.38115801 -4049.57058074
Particle Collisions: 93 Wall collisions: 118
Particle 1534: 4839.04599968 12076.43294979 2194.54946595 1668.92225969
Particle Collisions: 80 Wall collisions: 118
Particle 1535: 7139.93707091 10215.44776958 -3051.67772163 1659.75019337
Particle Collisions: 98 Wall collisions: 125
Particle 1536: 17338.96131355 8762.56668344 -1338.39542133 -4049.17049848
Particle Collisions: 101 Wall collisions: 118
Particle 1537: 7822.57660059 3378.20101287 -1143.29599830 1408.58642803
Particle Collisions: 113 Wall collisions: 94
Particle 1538: 19547.17889406 10631.44913094 -2794.41005374 -4432.34873430
Particle Collisions: 100 Wall collisions: 115
Particle 1539: 5301.92839770 12682.89445869 -912.52543231 1726.03517454
Particle Collisions: 81 Wall collisions: 125
Particle 1540: 4395.76052539 9902.14912705 4394.76052539 -3895.57774412
Particle Collisions: 100 Wall collisions: 137
Particle 1541: 7969.26692485 14331.42590281 3984.13346243 -2212.36444714
Particle Collisions: 69 Wall collisions: 121
Particle 1542: 3618.05815459 17224.02548173 -3939.94349913 93.91490933
Particle Collisions: 95 Wall collisions: 123
Particle 1543: 17510.36960346 17925.49116730 -3333.10472639 3447.49919703
Particle Collisions: 88 Wall collisions: 130
Particle 1544: 7863.03116119 10616.02493378 982.75389515 2454.87488305
Particle Collisions: 89 Wall collisions: 120
Particle 1545: 2521.13635747 8132.66423880 1553.67702060 3374.18029641
Particle Collisions: 107 Wall collisions: 136
Particle 1546: 14821.15244328 1297.02233406 2802.24526333 1791.37506264
Particle Collisions: 97 Wall collisions: 114
Particle 1547: 7039.17610107 6804.15217093 -4759.72418392 3531.79530681
Particle Collisions: 94 Wall collisions: 131
Particle 1548: 5303.20203914 19447.84701118 -3629.55209772 802.77416817
Particle Collisions: 101 Wall collisions: 116
Particle 1549: 2865.84908804 5103.48294971 -2101.60813236 2240.04958800
Particle Collisions: 100 Wall collisions: 100
Particle 1550: 9560.46697037 18476.47868845 -1700.43357314 4086.86435665
Particle Collisions: 88 Wall collisions: 135
Particle 1551: 8282.53688047 5321.86121376 5295.53806232 3083.20592906
Particle Collisions: 89 Wall collisions: 110
Particle 1552: 8868.29796051 2693.94051887 -1539.02162933 4875.69766806
Particle Collisions: 72 Wall collisions: 120
Particle 1553: 8104.50295108 15337.23421226 3521.18504657 3545.54329346
Particle Collisions: 92 Wall collisions: 122
Particle 1554: 1.00000000 19279.96516760 -2685.10240241 -1072.73347037
Particle Collisions: 101 Wall collisions: 135
Particle 1555: 1458.66821251 17006.74464372 -3572.59696080 2360.23133756
Particle Collisions: 97 Wall collisions: 126
Particle 1556: 6217.74659533 19451.65484062 -2112.84590083 3808.53361157
Particle Collisions: 104 Wall collisions: 99
Particle 1557: 19120.97283464 15335.02376709 -786.48640047 -4663.97623291
Particle Collisions: 78 Wall collisions: 122
Particle 1558: 7818.91189871 13266.39729338 -3045.02202532 3188.27305881
Particle Collisions: 90 Wall collisions: 118
Particle 1559: 18070.97907740 3897.48055737 -3313.42437922 -3624.24948357
Particle Collisions: 90 Wall collisions: 140
Particle 1560: 7558.71320036 5921.81193709 503.22087384 -3308.45479550
Particle Collisions: 102 Wall collisions: 128
Particle 1561: 3983.88162928 19999.00000000 -4957.62413619 3024.08701156
Particle Collisions: 89 Wall collisions: 129
Particle 1562: 14344.08647966 7620.22358738 1482.16742320 2130.09504881
Particle Collisions: 91 Wall collisions: 126
Particle 1563: 13109.23689094 17358.70234527 4469.11524752 4313.40091395
Particle Collisions: 101 Wall collisions: 114
Particle 1564: 15369.73267036 19953.42575147 -874.06957978 -3903.05976319
Particle Collisions: 113 Wall collisions: 112
Particle 1565: 15827.03742732 19933.17755676 -4630.41598030 1282.78671333
Particle Collisions: 105 Wall collisions: 119
Particle 1566: 12751.45641844 5111.12303045 -792.21066843 -1694.94411497
Particle Collisions: 91 Wall collisions: 112
Particle 1567: 4764.40422927 3218.14044378 -2118.26821039 4939.56374923
Particle Collisions: 97 Wall collisions: 122
Particle 1568: 17919.41044682 4637.90525464 696.66322435 -4730.33120049
Particle Collisions: 113 Wall collisions: 109
Particle 1569: 18995.66419016 14986.40966709 -2232.48728548 3398.48373122
Particle Collisions: 93 Wall collisions: 123
Particle 1570: 18803.96090924 3981.45170375 3191.03189231 -3701.01943318
Particle Collisions: 89 Wall collisions: 128
Particle 1571: 3911.15942840 14845.32612636 -3378.08799033 2230.40575569
Particle Collisions: 87 Wall collisions: 130
Particle 1572: 725.93041518 19999.00000000 -2520.99607678 3059.93992759
Particle Collisions: 102 Wall collisions: 104
Particle 1573: 15970.48453363 11852.14279268 1575.00593003 -560.08816713
Particle Collisions: 109 Wall collisions: 126
Particle 1574: 17454.48369197 1109.83422531 2336.95660609 -1847.82899501
Particle Collisions: 99 Wall collisions: 119
Particle 1575: 2725.42311654 3609.78557521 -3212.40168512 -2261.00259040
Particle Collisions: 76 Wall collisions: 118
Particle 1576: 5477.26082665 14350.46992881 -1917.76328741 3963.77924019
Particle Collisions: 105 Wall collisions: 109
Particle 1577: 18550.56967067 11743.88322410 2096.52531217 1661.43026925
Particle Collisions: 106 Wall collisions: 113
Particle 1578: 6708.12194672 4965.83818076 3458.26438267 -900.66759230
Particle Collisions: 125 Wall collisions: 112
Particle 1579: 19845.73792964 16502.15886571 -1786.02169638 931.91197734
Particle Collisions: 114 Wall collisions: 115
Particle 1580: 13731.64968874 5472.55765190 5145.58289311 99.13647446
Particle Collisions: 93 Wall collisions: 125
Particle 1581: 7689.80998868 8293.25601856 2718.43211280 3193.84407712
Particle Collisions: 114 Wall collisions: 108
Particle 1582: 19047.17658225 19939.63790105 -2475.25597178 2180.76679472
Particle Collisions: 98 Wall collisions: 127
Particle 1583: 9811.68497942 16323.94990858 4619.91090149 2961.72170284
Particle Collisions: 98 Wall collisions: 120
Particle 1584: 3732.75423732 16132.13286726 3683.87703297 -3866.86713274
Particle Collisions: 101 Wall collisions: 109
Particle 1585: 15721.53416005 18862.93893586 -1014.74148865 3728.61282788
Particle Collisions: 85 Wall collisions: 131
Particle 1586: 9453.51880627 19311.49177550 923.04593191 3036.59663090
Particle Collisions: 109 Wall collisions: 116
Particle 1587: 6902.53525499 14629.25730365 3987.08909381 3418.30997281
Particle Collisions: 100 Wall collisions: 129
Particle 1588: 6847.08033267 11888.25460741 463.23901304 -3906.84774721
Particle Collisions: 88 Wall collisions: 106
Particle 1589: 5785.14974854 6409.07589225 888.96418390 3038.25729475
Particle Collisions: 96 Wall collisions: 115
Particle 1590: 19257.22410669 19120.48428045 4405.91004170 4644.46533389
Particle Collisions: 86 Wall collisions: 117
Particle 1591: 14165.77009345 17293.50261849 2811.52903706 3532.50323391
Particle Collisions: 97 Wall collisions: 106
Particle 1592: 15205.86315461 17116.72454824 1500.11106650 -788.24853295
Particle Collisions: 88 Wall collisions: 118
Particle 1593: 5809.64639775 16471.11505693 3067.78715394 -3527.88494307
Particle Collisions: 91 Wall collisions: 111
Particle 1594: 7891.78176266 12104.42683602 4413.22159048 2169.52731222
Particle Collisions: 102 Wall collisions: 116
Particle 1595: 19973.98770073 18767.44862630 2860.83908266 3062.47822722
Particle Collisions: 94 Wall collisions: 122
Particle 1596: 2056.47868640 8699.41747733 2744.55909575 2476.59610980
Particle Collisions: 86 Wall collisions: 110
Particle 1597: 9969.31454828 2635.89858820 2797.46044577 -166.34219735
Particle Collisions: 107 Wall collisions: 126
Particle 1598: 6608.40973360 13226.17679073 -1852.50586106 3087.13115820
Particle Collisions: 88 Wall collisions: 121
Particle 1599: 18703.75932240 5931.50919644 -2395.84489675 -4402.81042298
Particle Collisions: 107 Wall collisions: 115
Particle 1600: 11076.86195158 9851.86793419 4140.92463562 1156.62633809
Particle Collisions: 97 Wall collisions: 116
Particle 1601: 15860.83344427 14661.39568762 4756.85423381 -3583.23964023
Particle Collisions: 103 Wall collisions: 121
Particle 1602: 8076.61520870 3934.21082749 -2275.77080513 -4584.42975445
Particle Collisions: 100 Wall collisions: 128
Particle 1603: 7220.25226409 16775.93726223 1046.87146211 -3218.55511801
Particle Collisions: 102 Wall collisions: 120
Particle 1604: 8582.61094206 18925.49651434 -2796.20021843 3419.45252753
Particle Collisions: 118 Wall collisions: 116
Particle 1605: 18615.76935242 13210.58263613 4653.69233811 832.95260102
Particle Collisions: 94 Wall collisions: 109
Particle 1606: 18102.45998353 1080.62618074 -1896.54001647 -3605.90037253
Particle Collisions: 96 Wall collisions: 136
Particle 1607: 14710.80420611 202.87307798 2408.28949023 -4121.49208517
Particle Collisions: 114 Wall collisions: 112
Particle 1608: 13352.84468770 11921.32808580 4193.45237142 1398.29403274
Particle Collisions: 82 Wall collisions: 106
Particle 1609: 15754.79730259 16443.24861509 836.11911046 -857.86675561
Particle Collisions: 93 Wall collisions: 111
Particle 1610: 9400.53136056 1980.44330313 1891.30350271 4263.80516053
Particle Collisions: 96 Wall collisions: 115
Particle 1611: 11588.78313389 6348.71807621 1844.94735453 1549.74812213
Particle Collisions: 87 Wall collisions: 116
Particle 1612: 13608.53570574 6237.86639066 -2045.13408797 1487.21250253
Particle Collisions: 107 Wall collisions: 122
Particle 1613: 6430.92522776 8917.61312859 -1355.96912815 -3304.50710548
Particle Collisions: 108 Wall collisions: 119
Particle 1614: 1342.71481717 3347.41728206 4267.94296343 -3326.91991577
Particle Collisions: 88 Wall collisions: 115
Particle 1615: 19402.55062125 13486.87663353 -4460.51146955 -4325.82191945
Particle Collisions: 93 Wall collisions: 127
Particle 1616: 17536.41857631 19489.47873069 -3970.63071137 3192.95068991
Particle Collisions: 91 Wall collisions: 123
Particle 1617: 18310.61957109 533.65292489 4287.31183416 -3764.06840780
Particle Collisions: 105 Wall collisions: 113
Particle 1618: 14270.73902290 2918.71059754 -1586.44834419 2189.38941943
Particle Collisions: 79 Wall collisions: 142
Particle 1619: 7167.49934154 2247.35201883 4390.27105815 2911.24270408
Particle Collisions: 119 Wall collisions: 117
Particle 1620: 15361.16583169 2017.88948940 2981.40882213 -2546.31688882
Particle Collisions: 113 Wall collisions: 117
Particle 1621: 10153.75670033 18903.22702467 -3228.90653063 921.51530087
Particle Collisions: 114 Wall collisions: 96
Particle 1622: 17614.67340666 7022.52015282 1224.81759827 -2865.43653599
Particle Collisions: 89 Wall collisions: 121
Particle 1623: 1197.30712888 9657.09590958 2421.19286824 -4654.78415566
Particle Collisions: 102 Wall collisions: 127
Particle 1624: 14885.49460109 8269.33444357 4892.90586182 -350.31227860
Particle Collisions: 95 Wall collisions: 123
Particle 1625: 11360.40811412 10093.25475450 -3936.35494378 -4968.74643009
Particle Collisions: 82 Wall collisions: 115
Particle 1626: 13811.61104460 9588.47723326 -734.09668087 -1417.85339083
Particle Collisions: 104 Wall collisions: 117
Particle 1627: 1228.88118501 2340.76724893 -785.65588369 -2560.83072232
Particle Collisions: 113 Wall collisions: 104
Particle 1628: 12331.75947156 4074.90561792 -2416.17232830 -2080.49912380
Particle Collisions: 98 Wall collisions: 107
Particle 1629: 15201.29137096 13744.18953232 -1520.13294729 -4229.43072313
Particle Collisions: 91 Wall collisions: 123
Particle 1630: 19032.06695950 4033.85783022 1230.68235370 3857.12978596
Particle Collisions: 87 Wall collisions: 112
Particle 1631: 1738.93386828 18061.46058090 -3496.02834385 2104.48866268
Particle Collisions: 91 Wall collisions: 124
Particle 1632: 12935.89491882 11388.94550594 2308.08325752 745.77500443
Particle Collisions: 96 Wall collisions: 111
Particle 1633: 2098.26176799 11168.50883985 -1586.30940751 4842.66509428
Particle Collisions: 81 Wall collisions: 118
Particle 1634: 7571.25300769 6389.59703437 2523.41766923 -4332.51075548
Particle Collisions: 83 Wall collisions: 118
Particle 1635: 14676.29507902 8063.43660612 -3165.41673839 3152.83563809
Particle Collisions: 99 Wall collisions: 112
Particle 1636: 11194.62745637 3210.98045433 976.82273545 4713.82485941
Particle Collisions: 109 Wall collisions: 108
Particle 1637: 11869.82245513 4145.42288321 -4650.58717171 -1677.25184428
Particle Collisions: 91 Wall collisions: 115
Particle 1638: 12979.72035178 12669.03101074 3757.27109195 2097.71955984
Particle Collisions: 87 Wall collisions: 123
Particle 1639: 8155.17215313 2005.98560916 -1093.96476179 -982.71603977
Particle Collisions: 93 Wall collisions: 121
Particle 1640: 5720.79524117 4576.16931613 3902.62810214 -3553.48138319
Particle Collisions: 97 Wall collisions: 115
Particle 1641: 7065.46920545 5081.67712578 1423.35261162 3931.87379359
Particle Collisions: 95 Wall collisions: 116
Particle 1642: 10713.08826799 3541.38467186 -2898.93598424 -3058.19593698
Particle Collisions: 96 Wall collisions: 119
Particle 1643: 19020.25415827 18361.53794393 2442.29270157 1610.94111640
Particle Collisions: 97 Wall collisions: 121
Particle 1644: 1.00000000 18925.77825937 -3633.26573497 -2830.82206832
Particle Collisions: 118 Wall collisions: 111
Particle 1645: 864.76344546 1.00000000 1829.43240702 -2896.85660239
Particle Collisions: 91 Wall collisions: 134
Particle 1646: 1574.62486949 7185.92840842 -3495.32761053 -1466.59120994
Particle Collisions: 94 Wall collisions: 134
Particle 1647: 11658.16338851 8355.09510571 -1216.50440476 3472.04376998
Particle Collisions: 84 Wall collisions: 107
Particle 1648: 3507.72574099 13602.17109799 -3403.37966124 3920.92680911
Particle Collisions: 99 Wall collisions: 122
Particle 1649: 6135.27635495 6978.86454583 -2721.41348139 2247.98871215
Particle Collisions: 68 Wall collisions: 126
Particle 1650: 12738.75881644 13987.37590119 1462.35794390 -4305.20860670
Particle Collisions: 88 Wall collisions: 134
Particle 1651: 19903.48064666 9884.08903898 -3348.91989222 590.31204084
Particle Collisions: 89 Wall collisions: 119
Particle 1652: 16250.71181654 16535.56518758 3921.29005228 -4657.75543718
Particle Collisions: 83 Wall collisions: 117
Particle 1653: 17215.03118226 18004.90978154 3119.80846758 -2011.51572789
Particle Collisions: 121 Wall collisions: 124
Particle 1654: 10640.40287378 993.87371473 -1736.43143096 1519.68177291
Particle Collisions: 81 Wall collisions: 126
Particle 1655: 9279.70149053 16363.68445447 -1701.52959789 -4694.42967743
Particle Collisions: 89 Wall collisions: 129
Particle 1656: 2067.94284221 13067.22540575 1671.30145428 -2688.74602881
Particle Collisions: 97 Wall collisions: 129
Particle 1657: 8400.16347366 4295.31491053 -4782.23161113 -1584.94355272
Particle Collisions: 95 Wall collisions: 119
Particle 1658: 527.27318554 300.02391735 -1749.96721028 748.44282951
Particle Collisions: 108 Wall collisions: 107
Particle 1659: 8751.14065802 18863.13800620 2708.82867287 -3107.78952168
Particle Collisions: 86 Wall collisions: 138
Particle 1660: 5913.60220731 9801.11878484 1892.20666701 -1739.82694965
Particle Collisions: 90 Wall collisions: 131
Particle 1661: 10435.16982820 491.91617197 -4921.68434868 3147.79751930
Particle Collisions: 83 Wall collisions: 115
Particle 1662: 3271.98270547 16160.06201590 3270.98270547 -2906.43020001
Particle Collisions: 91 Wall collisions: 120
Particle 1663: 1.00000000 4164.75889155 -3442.19681140 -683.34597059
Particle Collisions: 91 Wall collisions: 126
Particle 1664: 19713.92868061 5837.04339383 -815.93227970 2082.62326105
Particle Collisions: 100 Wall collisions: 114
Particle 1665: 16526.68455450 8967.16887804 -5445.19705668 444.85892546
Particle Collisions: 98 Wall collisions: 113
Particle 1666: 19153.47512763 6489.61210891 3578.92315372 -4644.77068810
Particle Collisions: 120 Wall collisions: 125
Particle 1667: 14938.81475261 9197.87809716 -467.66818908 763.24512341
Particle Collisions: 96 Wall collisions: 125
Particle 1668: 15661.45112063 9003.41313521 2560.68889992 -4960.90099550
Particle Collisions: 86 Wall collisions: 123
Particle 1669: 2767.12148410 15683.89070882 4972.29509170 1098.08654332
Particle Collisions: 100 Wall collisions: 120
Particle 1670: 13025.58330390 4592.42093105 -1029.21731298 1740.86328661
Particle Collisions: 91 Wall collisions: 126
Particle 1671: 19551.40492058 16273.64388914 -2947.82334206 -1657.57630433
Particle Collisions: 82 Wall collisions: 127
Particle 1672: 12105.26759279 12638.30625485 -759.70000663 2877.49254872
Particle Collisions: 102 Wall collisions: 113
Particle 1673: 12601.98518902 3691.67852482 2541.12114896 -4272.25009718
Particle Collisions: 108 Wall collisions: 117
Particle 1674: 3877.56414705 9688.84769955 992.71405781 -1691.40413847
Particle Collisions: 93 Wall collisions: 134
Particle 1675: 1757.37044522 3825.96117391 3717.18410528 -4547.48950923
Particle Collisions: 74 Wall collisions: 138
Particle 1676: 3502.87524784 6163.27099903 4431.38301865 -988.26635721
Particle Collisions: 99 Wall collisions: 120
Particle 1677: 18026.06474435 14290.93753478 -4705.22179345 -4632.69191730
Particle Collisions: 83 Wall collisions: 107
Particle 1678: 464.78962845 4615.37137214 -3779.75467265 4614.37137214
Particle Collisions: 80 Wall collisions: 129
Particle 1679: 11329.15520726 10598.70691937 -4334.92239637 4829.21128282
Particle Collisions: 83 Wall collisions: 139
Particle 1680: 678.22160306 18500.23258922 991.71311030 3396.76831492
Particle Collisions: 100 Wall collisions: 118
Particle 1681: 17101.95816145 13177.53072883 -1837.76369734 -2045.53341889
Particle Collisions: 97 Wall collisions: 121
Particle 1682: 12909.13294758 10207.80862061 3655.36541360 -4081.50621941
Particle Collisions: 91 Wall collisions: 115
Particle 1683: 955.69272657 6175.77130048 -3491.33151352 4859.17619573
Particle Collisions: 138 Wall collisions: 93
Particle 1684: 6489.98793852 5746.17988461 3244.49396926 2313.83575516
Particle Collisions: 98 Wall collisions: 116
Particle 1685: 3409.97441361 6165.23102949 -3944.08329337 -3528.21757354
Particle Collisions: 113 Wall collisions: 112
Particle 1686: 13786.83673967 3258.32353940 -3616.34821423 -1528.51008290
Particle Collisions: 90 Wall collisions: 114
Particle 1687: 16378.25271961 6929.53554932 -3528.30471306 -4274.34061988
Particle Collisions: 89 Wall collisions: 124
Particle 1688: 9310.95649439 14299.45614189 2903.69740073 -3850.03418918
Particle Collisions: 82 Wall collisions: 122
Particle 1689: 6787.62244947 664.56239967 -1199.47908456 1878.32385452
Particle Collisions: 101 Wall collisions: 126
Particle 1690: 1948.95642739 17925.66046000 -1065.88682495 -3438.34738624
Particle Collisions: 88 Wall collisions: 124
Particle 1691: 13524.48899490 17112.40415373 3808.87550414 -3046.35140563
Particle Collisions: 77 Wall collisions: 122
Particle 1692: 14015.85271098 378.07419232 3207.94172025 2708.23679594
Particle Collisions: 98 Wall collisions: 113
Particle 1693: 10779.67021594 2672.30185131 4188.75098494 3799.02135888
Particle Collisions: 86 Wall collisions: 112
Particle 1694: 10340.38024484 10399.21429263 -3985.03791398 -2344.73641572
Particle Collisions: 120 Wall collisions: 117
Particle 1695: 10539.55524418 6192.13305686 -317.39745714 -3315.93710502
Particle Collisions: 94 Wall collisions: 108
Particle 1696: 13196.31131520 10503.51673252 5994.45613718 2673.94961058
Particle Collisions: 98 Wall collisions: 122
Particle 1697: 19931.65927257 3447.86680073 2863.30781435 4030.79351370
Particle Collisions: 76 Wall collisions: 125
Particle 1698: 11307.13038858 19925.06727756 3539.31898517 3428.83143097
Particle Collisions: 101 Wall collisions: 126
Particle 1699: 19999.00000000 5544.77902868 2313.09818638 -4835.37896610
Particle Collisions: 97 Wall collisions: 104
Particle 1700: 4248.15820703 14533.56496445 1966.22029286 2275.38541954
Particle Collisions: 83 Wall collisions: 121
Particle 1701: 3890.95668702 14946.45751895 -4568.52806172 1085.08905999
Particle Collisions: 88 Wall collisions: 117
Particle 1702: 19203.49286229 7526.25030952 -935.10734345 1129.91237835
Particle Collisions: 112 Wall collisions: 97
Particle 1703: 13098.40136566 13265.84443994 4656.31598972 443.93022558
